dataset,label,setting,source,generator,n_items,difficulty,difficulty_se,discrimination,discrimination_se,mean_flaws,mean_flaws_se,validity_available
mmlu_pro,Qwen Augment Human,augment_human,Augment Human,together/Qwen/Qwen3.5-397B-A17B,954,-1.3174137459813284,0.05215248327758787,1.211124030778943,0.008517858200758236,3.6639839034205233,0.06418057747017943,True
mmlu_pro,GPT Augment Model,augment_model,Augment Model,openai/gpt-5.2-2025-12-11,954,-1.0608997063103007,0.05217932653256122,1.2142902650932845,0.008506447389965555,3.5925553319919517,0.055313936905051674,True
mmlu_pro,Gemini Augment Model,augment_model,Augment Model,google/gemini-3.1-pro-preview,954,-1.2798270444051258,0.05256166722894776,1.186554020208126,0.008263756059957626,3.1780684104627768,0.05939012698137317,True
mmlu_pro,Qwen Augment Model,augment_model,Augment Model,together/Qwen/Qwen3.5-397B-A17B,954,-1.4026330916547045,0.053150498196363666,1.1639792480821889,0.0085860470452253,3.4466800804828974,0.06443189254300802,True
mmlu_pro,GPT Augment Ablation,augment_ablation,Ablation,openai/gpt-5.2-2025-12-11,954,-1.3011978817503187,0.053058683160797045,1.2164952126601378,0.00841777543661177,3.5492957746478875,0.05542463403956084,True
mmlu_pro,Gemini Augment Ablation,augment_ablation,Ablation,google/gemini-3.1-pro-preview,954,-1.3959886570353037,0.05250239236154228,1.1905091872816287,0.008216765721073683,3.2857142857142856,0.06179267860729741,True
mmlu_pro,Qwen Augment Ablation,augment_ablation,Ablation,together/Qwen/Qwen3.5-397B-A17B,954,-1.5164089669752425,0.052552772447066846,1.1823142079257665,0.008680325555391673,3.4788732394366195,0.06513860314361733,True
gpqa,GPT Augment Human,augment_human,Augment Human,openai/gpt-5.2-2025-12-11,415,-0.48272343418676367,0.07177229352072348,1.190497620231546,0.011560245479727905,3.377880184331797,0.08856538239569468,True
gpqa,Gemini Augment Human,augment_human,Augment Human,google/gemini-3.1-pro-preview,415,-0.5896812323191396,0.07080464668959752,1.1994477492764006,0.011883333383084095,3.2903225806451615,0.09021411187626803,True
gpqa,Qwen Augment Human,augment_human,Augment Human,together/Qwen/Qwen3.5-397B-A17B,415,-0.6909994427635281,0.0713643698502858,1.1838976167495747,0.012390985078520524,3.0668202764976957,0.09276294998322437,True
gpqa,GPT Augment Model,augment_model,Augment Model,openai/gpt-5.2-2025-12-11,415,-0.5158219153244676,0.07202536293912701,1.1866866584046303,0.011238733485763144,3.421658986175115,0.0816829896538356,True
gpqa,Gemini Augment Model,augment_model,Augment Model,google/gemini-3.1-pro-preview,415,-0.6188944074421209,0.07151846304318053,1.1921751889203691,0.011789498386528891,2.986175115207373,0.08587758164522051,True
gpqa,Qwen Augment Model,augment_model,Augment Model,together/Qwen/Qwen3.5-397B-A17B,415,-0.7843707623150967,0.07379083286458685,1.1723275113561544,0.012564330316025692,2.9331797235023043,0.08799377875069313,True
gpqa,GPT Augment Ablation,augment_ablation,Ablation,openai/gpt-5.2-2025-12-11,415,-0.7664761252115639,0.07322017303300182,1.1800280827275396,0.012472655843175633,3.4953917050691246,0.08464725510241725,True
gpqa,Gemini Augment Ablation,augment_ablation,Ablation,google/gemini-3.1-pro-preview,415,-0.7870198904773731,0.07293489384344969,1.1948266072235731,0.01282480837309857,3.1313364055299537,0.08480499508841186,True
gpqa,Qwen Augment Ablation,augment_ablation,Ablation,together/Qwen/Qwen3.5-397B-A17B,415,-0.9509726125154144,0.07439185882490588,1.153191556740073,0.013518176759654202,3.1175115207373274,0.09235892824600932,True
