item_id,stem_id,dataset,sample_id,generator,setting,choice_count,question,difficulty,discrimination,guessing
arc_challenge::arc_challenge:MCAS_2003_8_21::google/gemini-3.1-pro-preview::augment_human,arc_challenge::arc_challenge:MCAS_2003_8_21,arc_challenge,arc_challenge:MCAS_2003_8_21,google/gemini-3.1-pro-preview,augment_human,10,"In 1995, a private bus company in Washington, D.C., introduced a program to run all its tour buses with fuel obtained from soybeans. The buses are powered by",2.907019379197838,1.0208216729883106,0.07195746756797511
arc_challenge::arc_challenge:Mercury_7235638::google/gemini-3.1-pro-preview::augment_human,arc_challenge::arc_challenge:Mercury_7235638,arc_challenge,arc_challenge:Mercury_7235638,google/gemini-3.1-pro-preview,augment_human,10,"Images from the Voyager and the Galileo spacecraft provide evidence Europa has a liquid ocean under a surface of ice that results in part from distinctive, surface-cracking patterns produced by which events?",2.906841388533363,1.0208148812736575,0.07195746756795691
arc_challenge::arc_challenge:Mercury_SC_401361::openai/gpt-5.2-2025-12-11::augment_human,arc_challenge::arc_challenge:Mercury_SC_401361,arc_challenge,arc_challenge:Mercury_SC_401361,openai/gpt-5.2-2025-12-11,augment_human,10,What do the tinted lenses of sunglasses do to the UV rays of the Sun?,2.896474499578942,1.019452721861729,0.13389442585877745
arc_challenge::arc_challenge:Mercury_SC_401818::google/gemini-3.1-pro-preview::augment_model,arc_challenge::arc_challenge:Mercury_SC_401818,arc_challenge,arc_challenge:Mercury_SC_401818,google/gemini-3.1-pro-preview,augment_model,10,A student has recorded the speed of cars for a science experiment. What type of graph would give the most detail about cars traveling in a particular speed range?,2.881963813849057,1.0215060276042345,0.07195746756796066
arc_challenge::arc_challenge:Mercury_7139650::google/gemini-3.1-pro-preview::augment_human,arc_challenge::arc_challenge:Mercury_7139650,arc_challenge,arc_challenge:Mercury_7139650,google/gemini-3.1-pro-preview,augment_human,10,Some new cars use special braking systems to recover energy when the brakes are applied. This energy is stored in special batteries and is used to power the electric motor. What type of energy are the brakes storing as they slow down the car?,2.8813659646629888,1.0195649760503924,0.13389036180690125
arc_challenge::arc_challenge:MCAS_2003_8_21::google/gemini-3.1-pro-preview::augment_model,arc_challenge::arc_challenge:MCAS_2003_8_21,arc_challenge,arc_challenge:MCAS_2003_8_21,google/gemini-3.1-pro-preview,augment_model,10,"In 1995, a private bus company in Washington, D.C., introduced a program to run all its tour buses with fuel obtained from soybeans. The buses are powered by",2.8811614809533195,1.0215315720080955,0.07195746756798249
arc_challenge::arc_challenge:Mercury_7235638::google/gemini-3.1-pro-preview::augment_model,arc_challenge::arc_challenge:Mercury_7235638,arc_challenge,arc_challenge:Mercury_7235638,google/gemini-3.1-pro-preview,augment_model,10,"Images from the Voyager and the Galileo spacecraft provide evidence Europa has a liquid ocean under a surface of ice that results in part from distinctive, surface-cracking patterns produced by which events?",2.8809827619297024,1.0215243910804963,0.07195746756798221
arc_challenge::arc_challenge:Mercury_SC_401361::openai/gpt-5.2-2025-12-11::augment_model,arc_challenge::arc_challenge:Mercury_SC_401361,arc_challenge,arc_challenge:Mercury_SC_401361,openai/gpt-5.2-2025-12-11,augment_model,10,What do the tinted lenses of sunglasses do to the UV rays of the Sun?,2.871045533080209,1.0217679539938296,0.07195746756794574
arc_challenge::arc_challenge:Mercury_7139650::google/gemini-3.1-pro-preview::augment_model,arc_challenge::arc_challenge:Mercury_7139650,arc_challenge,arc_challenge:Mercury_7139650,google/gemini-3.1-pro-preview,augment_model,10,Some new cars use special braking systems to recover energy when the brakes are applied. This energy is stored in special batteries and is used to power the electric motor. What type of energy are the brakes storing as they slow down the car?,2.856045260695094,1.0221966326435288,0.07195746756794574
gpqa::gpqa:recKeCj07mR2qOvCH::openai/gpt-5.2-2025-12-11::augment_human,gpqa::gpqa:recKeCj07mR2qOvCH,gpqa,gpqa:recKeCj07mR2qOvCH,openai/gpt-5.2-2025-12-11,augment_human,10,"In a Tn5-based Hi-C protocol performed by an experienced operator, much lower than expected quantities of DNA were obtained following tagmentation and SPRI selection given the measured quantity of DNA entering the reaction. Using a control tagmentation reaction, it was confirmed that Tn5 was working properly. What is the most likely source of the problem?",2.8554248623293392,1.0221758726976626,0.07195746756794574
