level,estimate,reference,stem_id,dataset,sample_id,question
mmlu_pro::mmlu_pro:1623,3.8016734497400293,False,mmlu_pro::mmlu_pro:1623,mmlu_pro,mmlu_pro:1623,"A defendant was arrested and charged with burglarizing a home. At trial, the main issue of contention centered on the identity of the burglar. The state called the homeowner to testify, but his identification testimony was inconclusive. The homeowner testified that he was asleep during the burglary and awoke as the burglar was fleeing the premises. The homeowner admitted that he didn't see the face of the burglar and couldn't even tell whether the person was male or female. Thereafter, the prosecution offers evidence that at the time of the burglary, the defendant needed money to defend himself against other burglary charges. This proffered evidence should be"
mmlu_pro::mmlu_pro:763,3.797264928434788,False,mmlu_pro::mmlu_pro:763,mmlu_pro,mmlu_pro:763,What are the key characteristics of transactional leaders?
mmlu_pro::mmlu_pro:1156,3.7970934306261195,False,mmlu_pro::mmlu_pro:1156,mmlu_pro,mmlu_pro:1156,"Proposed legislation was offered to a state legislature that would reorganize the state police. The bill created a great deal of controversy, both in and outside the state government. Several leaders of the minority party in the legislature decided to oppose the legislation. One member of the minority party disagreed with his party's opposition to the bill and publicly announced his support for the legislation. The minority party leaders called a caucus to discuss and determine their legislative strategy for floor debate on the bill. When the disagreeing member appeared at the door of the caucus room, he was denied admission because of his anti-party stance. He was also informed that he would be removed from all of his committee assignments. During the caucus, the party members discussed other means of disciplining the member for his party insubordination. It was suggested that they issue a press release in which the party would publicly castigate him for his actions. The leader of the party said that ""the member is a cutthroat politician who is only looking out for where his next buck will come from. ""Which of the following constitutional provisions would give the ousted member his best grounds for challenging his exclusion from the party caucus?"
mmlu_pro::mmlu_pro:1418,3.794742177718049,False,mmlu_pro::mmlu_pro:1418,mmlu_pro,mmlu_pro:1418,"A defendant was charged with vehicular battery after driving through a red light and crashing into a woman's small convertible. The woman suffered massive internal injuries and lapsed into a coma for several hours after she reached the hospital. The woman's best friend, who was a passenger in the car, miraculously received only a few minor bruises. After the collision, the passenger stayed with the woman trying to comfort her until the ambulance arrived. At trial, the passenger is called to testify. While on the witness stand, she gazes with sorrow at the woman, who is still wearing a cast on her leg. The passenger testifies that the first thing she remembered seeing after the accident was the woman's bloodied body trapped in the mangled wreckage. The state's attorney then asked the passenger if the woman said anything to her before being taken to the hospital. The passenger answered, ""Yes, she told me: I know I'm dying. Why did he have to run that red light?""Upon objection by the defendant's attorney, the court should rule the passenger's testimony"
mmlu_pro::mmlu_pro:1238,3.786303246603611,False,mmlu_pro::mmlu_pro:1238,mmlu_pro,mmlu_pro:1238,"A defendant is on trial for kidnapping. The victim has testified that one of the kidnappers referred to the other as ""Speed."" The prosecutor calls a jail employee to testify that, while the defendant was in jail awaiting trial, other inmates addressed the defendant as ""Speed."" Is the jail employee's testimony admissible?"
mmlu_pro::mmlu_pro:1040,3.7809345992844237,False,mmlu_pro::mmlu_pro:1040,mmlu_pro,mmlu_pro:1040,"A woman was in a public restroom at a mall. While the woman was at the sink, a man entered the restroom and told her not to make a sound. Frightened, the woman ran to an open window in the bathroom and jumped onto the fire escape. As she exited down the fire escape, the woman accidentally fell, bruising her legs. Which of the following crimes, if any, would the man most likely be convicted of?"
mmlu_pro::mmlu_pro:1772,3.776965009806701,False,mmlu_pro::mmlu_pro:1772,mmlu_pro,mmlu_pro:1772,"In 1985, a widow, the undisputed owner of a cottage, leased it to a tenant for a term of seven years. Rent was to be paid in installments due on the first day of each month. One year later, in 1986, the widow died leaving no heirs. In her will, the widow left her entire estate to the Boy Scouts of America. The cottage was not specifically mentioned in the will. One month after the widow died, the tenant, having learned of her death, decided to remain on the property, but stopped paying rent. The Boy Scouts of America organization was unaware that the widow made a gift to the organization until 2009, when attorneys for the organization conducted an inventory of testamentary gifts to the Boy Scouts of America, which revealed that they had a claim to ownership of the cottage. The statutory period for adverse possession in this jurisdiction is 20 years. The tenant's statutory period for adverse possession began to run when"
mmlu_pro::mmlu_pro:1084,3.7760054739688838,False,mmlu_pro::mmlu_pro:1084,mmlu_pro,mmlu_pro:1084,"A college student owns an expensive sports car. His friend called him up one afternoon and asked to borrow his car for a date he had that night. The college student generously lent the car to his friend. On his way home from the date, basking in the memories of a beautiful evening, the friend lost control of the car and hit a pedestrian. As a result of the accident, and after learning that the friend had no money and no insurance, the pedestrian brought suit against the college student to recover for his injuries. He asserted a claim against the college student for negligent entrustment of a vehicle. During his case, the pedestrian introduced evidence that the friend had been in several previous accidents. In his defense, the college student offered the testimony of his girlfriend that the college student frequently lent his car to his friend. The girlfriend further testified that the college student gave his friend permission to use his car only after determining that the friend was a careful and attentive driver. The girlfriend's testimony is"
mmlu_pro::mmlu_pro:1647,3.763661382632976,False,mmlu_pro::mmlu_pro:1647,mmlu_pro,mmlu_pro:1647,"Liang, a talented student from another country, received degrees from several universities in the United States and then decided to stay in the states to teach. Could a state law requiring citizenship for teachers prevent him from doing so?"
mmlu_pro::mmlu_pro:1111,3.750829199994214,False,mmlu_pro::mmlu_pro:1111,mmlu_pro,mmlu_pro:1111,"A plaintiff filed a civil action asking for damages resulting from a tortious assault that the defendant inflicted on him. During trial, plaintiff's counsel asked an opposing witness on cross examination: ""At any time during the assault did anyone attempt to leave?"" Defense counsel objected to the question. How will the court rule on the objection?"
