item_id,dataset,sample_id,generator,setting,question,n_obs,outfit,infit
mmlu_pro::mmlu_pro:1364::together/Qwen/Qwen3.5-397B-A17B::human_from_scratch,mmlu_pro,mmlu_pro:1364,together/Qwen/Qwen3.5-397B-A17B,human_from_scratch,"In 1998, a farmer, advancing in age, realizes that he is no longer able to farm his 1,000 acres and therefore decides to sell some of the farmland in parcels of 250 acres. The president of a development company is interested in purchasing three of the four parcels. The president buys the three parcels from the farmer and begins formulating plans for constructing single-family dwelling units on the land. The original deed between the farmer and the development company contains a provision expressly binding ""upon all subsequent grantees, their heirs, and assigns,"" stipulating that any further subdivisions by any such persons shall be restricted to minimum two-acre lots to be used for single- family dwelling units only. The development company immediately subdivided two of the parcels into lots of three, four, and five acres, and began construction of homes thereon. The original deed restrictions were enumerated within the special warranty deeds and were given to the purchasers of the homes in the new development, called phase 1. Two years later, the president sold the remaining parcel, which had not been included in the phase 1 subdivision plan, to a contractor. The contractor, in turn, drafted a subdivision plan for the last 250-acre parcel, dividing it into one-acre lots. The contractor then commenced construction of single-family dwelling units in the new development, to be known as phase 2. There was no mention of the restriction for two-acre minimum lots in the deeds to the purchasers of the new homes in phase 2. Meanwhile, after the farmer's death, his estate isrequired to sell the remaining 250-acre parcel of his farmland. The buyer is an investor, who proposes to construct a two-level shopping center and parking lot on the property. The area surrounding phase 1 and phase 2 was rezoned for commercial and industrial uses in 2010. The investor's shopping center has grown to include 150 stores. Now, one of the lot owners in phase 1 contracts to sell his property to two physicians who plan to start a suburban medical practice. In an action by the homeowners in phase 1 to prevent such commercial use by the physicians, the court will most likely hold that",5,3.071468734739025,1.578042661548761
arc_challenge::arc_challenge:Mercury_7164623::together/Qwen/Qwen3.5-397B-A17B::augment_human,arc_challenge,arc_challenge:Mercury_7164623,together/Qwen/Qwen3.5-397B-A17B,augment_human,A group of friends decided to go camping for the weekend. They gathered some tree branches and built a campfire. What type of energy of the tree branches did the friends use?,5,3.0640912453050912,1.5595477634805128
arc_challenge::arc_challenge:NCEOGA_2013_8_28::openai/gpt-5.2-2025-12-11::augment_ablation,arc_challenge,arc_challenge:NCEOGA_2013_8_28,openai/gpt-5.2-2025-12-11,augment_ablation,"If a body of water has high turbidity levels, what can most likely be concluded?",5,3.0617615424791977,1.5581610415895015
arc_challenge::arc_challenge:Mercury_7177398::together/Qwen/Qwen3.5-397B-A17B::human_from_scratch,arc_challenge,arc_challenge:Mercury_7177398,together/Qwen/Qwen3.5-397B-A17B,human_from_scratch,The particles within a substance are in constant motion. The particles in which of these substances have the lowest amount of kinetic energy?,5,3.0589977392905214,1.5723773713994005
arc_challenge::arc_challenge:WASL_2005_8_12::openai/gpt-5.2-2025-12-11::augment_ablation,arc_challenge,arc_challenge:WASL_2005_8_12,openai/gpt-5.2-2025-12-11,augment_ablation,"In your garden, you want to plant marigolds all around your pepper plants because you read that this flower repels whiteflies. How can you test to see if marigolds really do repel whiteflies?",5,3.0439607058348193,1.5506775858392992
gpqa::gpqa:rec47oNPXudlTIk4y::google/gemini-3.1-pro-preview::human_from_scratch,gpqa,gpqa:rec47oNPXudlTIk4y,google/gemini-3.1-pro-preview,human_from_scratch,"In an industrial research lab, a scientist performs ethylene polymerization with a homogeneous organometallic catalyst system, generating a polymer of high density. He intends to add a second catalyst system to introduce regular branches in the polymer backbone, also only using ethylene as the reactant. He consults a senior scientist, who gives the following statements. “Such combined systems are already implemented on an industrial scale in the US. One can use a catalyst of a group VIa transition metal in combination with specific activators. Aluminum-based activators do not work for the essential additional reaction step. Certain noble metal catalysts can be used but are too expensive.”
Which of these four statements is correct regarding the formation of a polymer with regular branches using only ethylene as the monomer and a dual catalyst system?",5,3.041450701738826,1.5652230445166417
mmlu_pro::mmlu_pro:1364::google/gemini-3.1-pro-preview::human_from_scratch,mmlu_pro,mmlu_pro:1364,google/gemini-3.1-pro-preview,human_from_scratch,"In 1998, a farmer, advancing in age, realizes that he is no longer able to farm his 1,000 acres and therefore decides to sell some of the farmland in parcels of 250 acres. The president of a development company is interested in purchasing three of the four parcels. The president buys the three parcels from the farmer and begins formulating plans for constructing single-family dwelling units on the land. The original deed between the farmer and the development company contains a provision expressly binding ""upon all subsequent grantees, their heirs, and assigns,"" stipulating that any further subdivisions by any such persons shall be restricted to minimum two-acre lots to be used for single- family dwelling units only. The development company immediately subdivided two of the parcels into lots of three, four, and five acres, and began construction of homes thereon. The original deed restrictions were enumerated within the special warranty deeds and were given to the purchasers of the homes in the new development, called phase 1. Two years later, the president sold the remaining parcel, which had not been included in the phase 1 subdivision plan, to a contractor. The contractor, in turn, drafted a subdivision plan for the last 250-acre parcel, dividing it into one-acre lots. The contractor then commenced construction of single-family dwelling units in the new development, to be known as phase 2. There was no mention of the restriction for two-acre minimum lots in the deeds to the purchasers of the new homes in phase 2. Meanwhile, after the farmer's death, his estate isrequired to sell the remaining 250-acre parcel of his farmland. The buyer is an investor, who proposes to construct a two-level shopping center and parking lot on the property. The area surrounding phase 1 and phase 2 was rezoned for commercial and industrial uses in 2010. The investor's shopping center has grown to include 150 stores. Now, one of the lot owners in phase 1 contracts to sell his property to two physicians who plan to start a suburban medical practice. In an action by the homeowners in phase 1 to prevent such commercial use by the physicians, the court will most likely hold that",5,2.9957471568861616,1.5472895492515208
arc_challenge::arc_challenge:Mercury_7085295::together/Qwen/Qwen3.5-397B-A17B::augment_ablation,arc_challenge,arc_challenge:Mercury_7085295,together/Qwen/Qwen3.5-397B-A17B,augment_ablation,A plant that needs well-drained soil would grow best in soil made mostly of,5,2.9723996305059717,1.5210167675042654
arc_challenge::arc_challenge:Mercury_7084665::together/Qwen/Qwen3.5-397B-A17B::model_from_scratch,arc_challenge,arc_challenge:Mercury_7084665,together/Qwen/Qwen3.5-397B-A17B,model_from_scratch,What can most likely be seen without the aid of a telescope on a clear night?,5,2.961658079738649,1.5333203210085584
arc_challenge::arc_challenge:WASL_2005_8_12::openai/gpt-5.2-2025-12-11::augment_model,arc_challenge,arc_challenge:WASL_2005_8_12,openai/gpt-5.2-2025-12-11,augment_model,"In your garden, you want to plant marigolds all around your pepper plants because you read that this flower repels whiteflies. How can you test to see if marigolds really do repel whiteflies?",5,2.931372747572678,1.5042992664485455
