generation_run_name,generation_model,evaluation_model,dataset,setting,mode,path,n,bad,pct_bad,missing_path,random_fallback,non_success,blank_prediction
gen_gpt52_v2,openai/gpt-5.2-2025-12-11,vllm/meta-llama/Llama-3.2-3B-Instruct,gpqa,augment_model,full_question,datasets/collected/gen_gpt52_v2/openai_gpt-5.2-2025-12-11/vllm_meta-llama_Llama-3.2-3B-Instruct/gpqa/augment_model/full_question,434,3,0.0069124423963133645,False,3,0,0
gen_gpt52_v2,openai/gpt-5.2-2025-12-11,vllm/meta-llama/Llama-3.2-3B-Instruct,gpqa,augment_ablation,full_question,datasets/collected/gen_gpt52_v2/openai_gpt-5.2-2025-12-11/vllm_meta-llama_Llama-3.2-3B-Instruct/gpqa/augment_ablation/full_question,434,3,0.0069124423963133645,False,3,0,0
gen_gpt52_v2,openai/gpt-5.2-2025-12-11,openai/gpt-5.4-mini,arc_challenge,augment_human,choices_only,datasets/collected/gen_gpt52_v2/openai_gpt-5.2-2025-12-11/openai_gpt-5.4-mini/arc_challenge/augment_human/choices_only,1000,6,0.006,False,6,5,0
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,vllm/nvidia/NVIDIA-Nemotron-Nano-9B-v2,mmlu_pro,augment_ablation,choices_only,datasets/collected/gemini_from_scratch_testing/google_gemini-3.1-pro-preview/vllm_nvidia_NVIDIA-Nemotron-Nano-9B-v2/mmlu_pro/augment_ablation/choices_only,523,3,0.0057361376673040155,False,3,0,0
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,openai/gpt-5.4-mini,gpqa,human_from_scratch,full_question,datasets/collected/gemini_from_scratch_testing/google_gemini-3.1-pro-preview/openai_gpt-5.4-mini/gpqa/human_from_scratch/full_question,371,2,0.005390835579514825,False,2,0,0
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,openai/gpt-5.4-mini,gpqa,model_from_scratch,full_question,datasets/collected/gemini_from_scratch_testing/google_gemini-3.1-pro-preview/openai_gpt-5.4-mini/gpqa/model_from_scratch/full_question,371,2,0.005390835579514825,False,2,0,0
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,openai/gpt-5.4-mini,gpqa,augment_ablation,full_question,datasets/collected/gemini_from_scratch_testing/google_gemini-3.1-pro-preview/openai_gpt-5.4-mini/gpqa/augment_ablation/full_question,371,2,0.005390835579514825,False,2,0,0
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,vllm/meta-llama/Llama-3.2-3B-Instruct,gpqa,augment_human,full_question,datasets/collected/gemini_from_scratch_testing/google_gemini-3.1-pro-preview/vllm_meta-llama_Llama-3.2-3B-Instruct/gpqa/augment_human/full_question,371,2,0.005390835579514825,False,2,0,0
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,vllm/nvidia/NVIDIA-Nemotron-Nano-9B-v2,gpqa,augment_model,choices_only,datasets/collected/gemini_from_scratch_testing/google_gemini-3.1-pro-preview/vllm_nvidia_NVIDIA-Nemotron-Nano-9B-v2/gpqa/augment_model/choices_only,371,2,0.005390835579514825,False,2,0,0
together_from_scratch_testing,together/Qwen/Qwen3.5-397B-A17B,openai/gpt-5.4-mini,gpqa,model_from_scratch,full_question,datasets/collected/together_from_scratch_testing/together_Qwen_Qwen3.5-397B-A17B/openai_gpt-5.4-mini/gpqa/model_from_scratch/full_question,374,2,0.0053475935828877,False,2,0,0
together_from_scratch_testing,together/Qwen/Qwen3.5-397B-A17B,vllm/meta-llama/Llama-3.2-3B-Instruct,gpqa,human_from_scratch,full_question,datasets/collected/together_from_scratch_testing/together_Qwen_Qwen3.5-397B-A17B/vllm_meta-llama_Llama-3.2-3B-Instruct/gpqa/human_from_scratch/full_question,374,2,0.0053475935828877,False,2,0,0
together_from_scratch_testing,together/Qwen/Qwen3.5-397B-A17B,vllm/meta-llama/Llama-3.2-3B-Instruct,gpqa,augment_model,full_question,datasets/collected/together_from_scratch_testing/together_Qwen_Qwen3.5-397B-A17B/vllm_meta-llama_Llama-3.2-3B-Instruct/gpqa/augment_model/full_question,374,2,0.0053475935828877,False,2,0,0
gen_gpt52_v2,openai/gpt-5.2-2025-12-11,vllm/meta-llama/Llama-3.1-8B-Instruct,arc_challenge,augment_ablation,full_question,datasets/collected/gen_gpt52_v2/openai_gpt-5.2-2025-12-11/vllm_meta-llama_Llama-3.1-8B-Instruct/arc_challenge/augment_ablation/full_question,995,5,0.005025125628140704,False,5,0,0
gen_gpt52_v2,openai/gpt-5.2-2025-12-11,openai/gpt-5.4-mini,arc_challenge,human_from_scratch,full_question,datasets/collected/gen_gpt52_v2/openai_gpt-5.2-2025-12-11/openai_gpt-5.4-mini/arc_challenge/human_from_scratch/full_question,1000,5,0.005,False,5,5,0
gen_gpt52_v2,openai/gpt-5.2-2025-12-11,openai/gpt-5.4-mini,arc_challenge,human_from_scratch,choices_only,datasets/collected/gen_gpt52_v2/openai_gpt-5.2-2025-12-11/openai_gpt-5.4-mini/arc_challenge/human_from_scratch/choices_only,1000,5,0.005,False,5,5,0
gen_gpt52_v2,openai/gpt-5.2-2025-12-11,openai/gpt-5.4-mini,arc_challenge,model_from_scratch,full_question,datasets/collected/gen_gpt52_v2/openai_gpt-5.2-2025-12-11/openai_gpt-5.4-mini/arc_challenge/model_from_scratch/full_question,1000,5,0.005,False,5,5,0
gen_gpt52_v2,openai/gpt-5.2-2025-12-11,openai/gpt-5.4-mini,arc_challenge,model_from_scratch,choices_only,datasets/collected/gen_gpt52_v2/openai_gpt-5.2-2025-12-11/openai_gpt-5.4-mini/arc_challenge/model_from_scratch/choices_only,1000,5,0.005,False,5,5,0
gen_gpt52_v2,openai/gpt-5.2-2025-12-11,openai/gpt-5.4-mini,arc_challenge,augment_human,full_question,datasets/collected/gen_gpt52_v2/openai_gpt-5.2-2025-12-11/openai_gpt-5.4-mini/arc_challenge/augment_human/full_question,1000,5,0.005,False,5,5,0
gen_gpt52_v2,openai/gpt-5.2-2025-12-11,openai/gpt-5.4-mini,arc_challenge,augment_model,full_question,datasets/collected/gen_gpt52_v2/openai_gpt-5.2-2025-12-11/openai_gpt-5.4-mini/arc_challenge/augment_model/full_question,1000,5,0.005,False,5,5,0
gen_gpt52_v2,openai/gpt-5.2-2025-12-11,openai/gpt-5.4-mini,arc_challenge,augment_model,choices_only,datasets/collected/gen_gpt52_v2/openai_gpt-5.2-2025-12-11/openai_gpt-5.4-mini/arc_challenge/augment_model/choices_only,1000,5,0.005,False,5,5,0
gen_gpt52_v2,openai/gpt-5.2-2025-12-11,openai/gpt-5.4-mini,arc_challenge,augment_ablation,full_question,datasets/collected/gen_gpt52_v2/openai_gpt-5.2-2025-12-11/openai_gpt-5.4-mini/arc_challenge/augment_ablation/full_question,1000,5,0.005,False,5,5,0
gen_gpt52_v2,openai/gpt-5.2-2025-12-11,openai/gpt-5.4-mini,arc_challenge,augment_ablation,choices_only,datasets/collected/gen_gpt52_v2/openai_gpt-5.2-2025-12-11/openai_gpt-5.4-mini/arc_challenge/augment_ablation/choices_only,1000,5,0.005,False,5,5,0
gen_gpt52_v2,openai/gpt-5.2-2025-12-11,vllm/allenai/Olmo-3-7B-Instruct,gpqa,augment_ablation,full_question,datasets/collected/gen_gpt52_v2/openai_gpt-5.2-2025-12-11/vllm_allenai_Olmo-3-7B-Instruct/gpqa/augment_ablation/full_question,434,2,0.004608294930875576,False,2,0,0
gen_gpt52_v2,openai/gpt-5.2-2025-12-11,vllm/meta-llama/Llama-3.2-3B-Instruct,gpqa,human_from_scratch,full_question,datasets/collected/gen_gpt52_v2/openai_gpt-5.2-2025-12-11/vllm_meta-llama_Llama-3.2-3B-Instruct/gpqa/human_from_scratch/full_question,434,2,0.004608294930875576,False,2,0,0
gen_gpt52_v2,openai/gpt-5.2-2025-12-11,vllm/meta-llama/Llama-3.2-3B-Instruct,gpqa,model_from_scratch,full_question,datasets/collected/gen_gpt52_v2/openai_gpt-5.2-2025-12-11/vllm_meta-llama_Llama-3.2-3B-Instruct/gpqa/model_from_scratch/full_question,434,2,0.004608294930875576,False,2,0,0
gen_gpt52_v2,openai/gpt-5.2-2025-12-11,vllm/meta-llama/Llama-3.2-3B-Instruct,gpqa,augment_human,full_question,datasets/collected/gen_gpt52_v2/openai_gpt-5.2-2025-12-11/vllm_meta-llama_Llama-3.2-3B-Instruct/gpqa/augment_human/full_question,434,2,0.004608294930875576,False,2,0,0
together_from_scratch_testing,together/Qwen/Qwen3.5-397B-A17B,vllm/nvidia/NVIDIA-Nemotron-Nano-9B-v2,arc_challenge,augment_human,choices_only,datasets/collected/together_from_scratch_testing/together_Qwen_Qwen3.5-397B-A17B/vllm_nvidia_NVIDIA-Nemotron-Nano-9B-v2/arc_challenge/augment_human/choices_only,980,4,0.004081632653061225,False,4,0,0
gen_gpt52_v2,openai/gpt-5.2-2025-12-11,openai/gpt-5.4-mini,mmlu_pro,human_from_scratch,full_question,datasets/collected/gen_gpt52_v2/openai_gpt-5.2-2025-12-11/openai_gpt-5.4-mini/mmlu_pro/human_from_scratch/full_question,998,4,0.004008016032064128,False,4,4,0
gen_gpt52_v2,openai/gpt-5.2-2025-12-11,openai/gpt-5.4-mini,mmlu_pro,human_from_scratch,choices_only,datasets/collected/gen_gpt52_v2/openai_gpt-5.2-2025-12-11/openai_gpt-5.4-mini/mmlu_pro/human_from_scratch/choices_only,998,4,0.004008016032064128,False,4,4,0
gen_gpt52_v2,openai/gpt-5.2-2025-12-11,openai/gpt-5.4-mini,mmlu_pro,model_from_scratch,full_question,datasets/collected/gen_gpt52_v2/openai_gpt-5.2-2025-12-11/openai_gpt-5.4-mini/mmlu_pro/model_from_scratch/full_question,998,4,0.004008016032064128,False,4,4,0
gen_gpt52_v2,openai/gpt-5.2-2025-12-11,openai/gpt-5.4-mini,mmlu_pro,model_from_scratch,choices_only,datasets/collected/gen_gpt52_v2/openai_gpt-5.2-2025-12-11/openai_gpt-5.4-mini/mmlu_pro/model_from_scratch/choices_only,998,4,0.004008016032064128,False,4,4,0
gen_gpt52_v2,openai/gpt-5.2-2025-12-11,openai/gpt-5.4-mini,mmlu_pro,augment_human,full_question,datasets/collected/gen_gpt52_v2/openai_gpt-5.2-2025-12-11/openai_gpt-5.4-mini/mmlu_pro/augment_human/full_question,998,4,0.004008016032064128,False,4,4,0
gen_gpt52_v2,openai/gpt-5.2-2025-12-11,openai/gpt-5.4-mini,mmlu_pro,augment_human,choices_only,datasets/collected/gen_gpt52_v2/openai_gpt-5.2-2025-12-11/openai_gpt-5.4-mini/mmlu_pro/augment_human/choices_only,998,4,0.004008016032064128,False,4,4,0
gen_gpt52_v2,openai/gpt-5.2-2025-12-11,openai/gpt-5.4-mini,mmlu_pro,augment_model,full_question,datasets/collected/gen_gpt52_v2/openai_gpt-5.2-2025-12-11/openai_gpt-5.4-mini/mmlu_pro/augment_model/full_question,998,4,0.004008016032064128,False,4,4,0
gen_gpt52_v2,openai/gpt-5.2-2025-12-11,openai/gpt-5.4-mini,mmlu_pro,augment_model,choices_only,datasets/collected/gen_gpt52_v2/openai_gpt-5.2-2025-12-11/openai_gpt-5.4-mini/mmlu_pro/augment_model/choices_only,998,4,0.004008016032064128,False,4,4,0
gen_gpt52_v2,openai/gpt-5.2-2025-12-11,openai/gpt-5.4-mini,mmlu_pro,augment_ablation,full_question,datasets/collected/gen_gpt52_v2/openai_gpt-5.2-2025-12-11/openai_gpt-5.4-mini/mmlu_pro/augment_ablation/full_question,998,4,0.004008016032064128,False,4,4,0
gen_gpt52_v2,openai/gpt-5.2-2025-12-11,openai/gpt-5.4-mini,mmlu_pro,augment_ablation,choices_only,datasets/collected/gen_gpt52_v2/openai_gpt-5.2-2025-12-11/openai_gpt-5.4-mini/mmlu_pro/augment_ablation/choices_only,998,4,0.004008016032064128,False,4,4,0
together_from_scratch_testing,together/Qwen/Qwen3.5-397B-A17B,vllm/meta-llama/Llama-3.1-8B-Instruct,arc_challenge,augment_ablation,full_question,datasets/collected/together_from_scratch_testing/together_Qwen_Qwen3.5-397B-A17B/vllm_meta-llama_Llama-3.1-8B-Instruct/arc_challenge/augment_ablation/full_question,980,3,0.003061224489795918,False,3,0,0
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,vllm/meta-llama/Llama-3.1-8B-Instruct,arc_challenge,human_from_scratch,full_question,datasets/collected/gemini_from_scratch_testing/google_gemini-3.1-pro-preview/vllm_meta-llama_Llama-3.1-8B-Instruct/arc_challenge/human_from_scratch/full_question,982,3,0.003054989816700611,False,3,0,0
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,vllm/meta-llama/Llama-3.1-8B-Instruct,arc_challenge,augment_human,full_question,datasets/collected/gemini_from_scratch_testing/google_gemini-3.1-pro-preview/vllm_meta-llama_Llama-3.1-8B-Instruct/arc_challenge/augment_human/full_question,982,3,0.003054989816700611,False,3,0,0
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,vllm/nvidia/NVIDIA-Nemotron-Nano-9B-v2,arc_challenge,human_from_scratch,choices_only,datasets/collected/gemini_from_scratch_testing/google_gemini-3.1-pro-preview/vllm_nvidia_NVIDIA-Nemotron-Nano-9B-v2/arc_challenge/human_from_scratch/choices_only,982,3,0.003054989816700611,False,3,0,0
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,vllm/nvidia/NVIDIA-Nemotron-Nano-9B-v2,arc_challenge,augment_ablation,choices_only,datasets/collected/gemini_from_scratch_testing/google_gemini-3.1-pro-preview/vllm_nvidia_NVIDIA-Nemotron-Nano-9B-v2/arc_challenge/augment_ablation/choices_only,982,3,0.003054989816700611,False,3,0,0
gen_gpt52_v2,openai/gpt-5.2-2025-12-11,vllm/meta-llama/Llama-3.1-8B-Instruct,arc_challenge,human_from_scratch,full_question,datasets/collected/gen_gpt52_v2/openai_gpt-5.2-2025-12-11/vllm_meta-llama_Llama-3.1-8B-Instruct/arc_challenge/human_from_scratch/full_question,995,3,0.003015075376884422,False,3,0,0
gen_gpt52_v2,openai/gpt-5.2-2025-12-11,vllm/meta-llama/Llama-3.1-8B-Instruct,arc_challenge,augment_human,full_question,datasets/collected/gen_gpt52_v2/openai_gpt-5.2-2025-12-11/vllm_meta-llama_Llama-3.1-8B-Instruct/arc_challenge/augment_human/full_question,995,3,0.003015075376884422,False,3,0,0
gen_gpt52_v2,openai/gpt-5.2-2025-12-11,vllm/meta-llama/Llama-3.1-8B-Instruct,arc_challenge,augment_model,full_question,datasets/collected/gen_gpt52_v2/openai_gpt-5.2-2025-12-11/vllm_meta-llama_Llama-3.1-8B-Instruct/arc_challenge/augment_model/full_question,995,3,0.003015075376884422,False,3,0,0
gen_gpt52_v2,openai/gpt-5.2-2025-12-11,vllm/meta-llama/Llama-3.2-3B-Instruct,arc_challenge,human_from_scratch,full_question,datasets/collected/gen_gpt52_v2/openai_gpt-5.2-2025-12-11/vllm_meta-llama_Llama-3.2-3B-Instruct/arc_challenge/human_from_scratch/full_question,995,3,0.003015075376884422,False,3,0,0
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,vllm/allenai/Olmo-3-7B-Instruct,gpqa,augment_model,full_question,datasets/collected/gemini_from_scratch_testing/google_gemini-3.1-pro-preview/vllm_allenai_Olmo-3-7B-Instruct/gpqa/augment_model/full_question,371,1,0.0026954177897574125,False,1,0,0
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,vllm/meta-llama/Llama-3.1-8B-Instruct,gpqa,augment_ablation,full_question,datasets/collected/gemini_from_scratch_testing/google_gemini-3.1-pro-preview/vllm_meta-llama_Llama-3.1-8B-Instruct/gpqa/augment_ablation/full_question,371,1,0.0026954177897574125,False,1,0,0
gemini_from_scratch_testing,google/gemini-3.1-pro-preview,vllm/meta-llama/Llama-3.2-3B-Instruct,gpqa,augment_model,full_question,datasets/collected/gemini_from_scratch_testing/google_gemini-3.1-pro-preview/vllm_meta-llama_Llama-3.2-3B-Instruct/gpqa/augment_model/full_question,371,1,0.0026954177897574125,False,1,0,0
together_from_scratch_testing,together/Qwen/Qwen3.5-397B-A17B,openai/gpt-5.4-mini,gpqa,human_from_scratch,full_question,datasets/collected/together_from_scratch_testing/together_Qwen_Qwen3.5-397B-A17B/openai_gpt-5.4-mini/gpqa/human_from_scratch/full_question,374,1,0.00267379679144385,False,1,0,0
together_from_scratch_testing,together/Qwen/Qwen3.5-397B-A17B,openai/gpt-5.4-mini,gpqa,augment_human,choices_only,datasets/collected/together_from_scratch_testing/together_Qwen_Qwen3.5-397B-A17B/openai_gpt-5.4-mini/gpqa/augment_human/choices_only,374,1,0.00267379679144385,False,1,0,0
together_from_scratch_testing,together/Qwen/Qwen3.5-397B-A17B,openai/gpt-5.4-mini,gpqa,augment_model,full_question,datasets/collected/together_from_scratch_testing/together_Qwen_Qwen3.5-397B-A17B/openai_gpt-5.4-mini/gpqa/augment_model/full_question,374,1,0.00267379679144385,False,1,0,0
together_from_scratch_testing,together/Qwen/Qwen3.5-397B-A17B,vllm/meta-llama/Llama-3.1-8B-Instruct,gpqa,human_from_scratch,full_question,datasets/collected/together_from_scratch_testing/together_Qwen_Qwen3.5-397B-A17B/vllm_meta-llama_Llama-3.1-8B-Instruct/gpqa/human_from_scratch/full_question,374,1,0.00267379679144385,False,1,0,0
together_from_scratch_testing,together/Qwen/Qwen3.5-397B-A17B,vllm/meta-llama/Llama-3.2-3B-Instruct,gpqa,model_from_scratch,choices_only,datasets/collected/together_from_scratch_testing/together_Qwen_Qwen3.5-397B-A17B/vllm_meta-llama_Llama-3.2-3B-Instruct/gpqa/model_from_scratch/choices_only,374,1,0.00267379679144385,False,1,0,0
together_from_scratch_testing,together/Qwen/Qwen3.5-397B-A17B,vllm/meta-llama/Llama-3.2-3B-Instruct,gpqa,augment_human,full_question,datasets/collected/together_from_scratch_testing/together_Qwen_Qwen3.5-397B-A17B/vllm_meta-llama_Llama-3.2-3B-Instruct/gpqa/augment_human/full_question,374,1,0.00267379679144385,False,1,0,0
together_from_scratch_testing,together/Qwen/Qwen3.5-397B-A17B,vllm/meta-llama/Llama-3.2-3B-Instruct,gpqa,augment_ablation,full_question,datasets/collected/together_from_scratch_testing/together_Qwen_Qwen3.5-397B-A17B/vllm_meta-llama_Llama-3.2-3B-Instruct/gpqa/augment_ablation/full_question,374,1,0.00267379679144385,False,1,0,0
gen_gpt52_v2,openai/gpt-5.2-2025-12-11,vllm/allenai/Olmo-3-7B-Instruct,gpqa,augment_model,full_question,datasets/collected/gen_gpt52_v2/openai_gpt-5.2-2025-12-11/vllm_allenai_Olmo-3-7B-Instruct/gpqa/augment_model/full_question,434,1,0.002304147465437788,False,1,0,0
gen_gpt52_v2,openai/gpt-5.2-2025-12-11,vllm/meta-llama/Llama-3.1-8B-Instruct,gpqa,augment_human,full_question,datasets/collected/gen_gpt52_v2/openai_gpt-5.2-2025-12-11/vllm_meta-llama_Llama-3.1-8B-Instruct/gpqa/augment_human/full_question,434,1,0.002304147465437788,False,1,0,0
gen_gpt52_v2,openai/gpt-5.2-2025-12-11,vllm/meta-llama/Llama-3.1-8B-Instruct,gpqa,augment_model,full_question,datasets/collected/gen_gpt52_v2/openai_gpt-5.2-2025-12-11/vllm_meta-llama_Llama-3.1-8B-Instruct/gpqa/augment_model/full_question,434,1,0.002304147465437788,False,1,0,0
gen_gpt52_v2,openai/gpt-5.2-2025-12-11,vllm/meta-llama/Llama-3.2-3B-Instruct,gpqa,human_from_scratch,choices_only,datasets/collected/gen_gpt52_v2/openai_gpt-5.2-2025-12-11/vllm_meta-llama_Llama-3.2-3B-Instruct/gpqa/human_from_scratch/choices_only,434,1,0.002304147465437788,False,1,0,0
gen_gpt52_v2,openai/gpt-5.2-2025-12-11,vllm/meta-llama/Llama-3.2-3B-Instruct,gpqa,augment_ablation,choices_only,datasets/collected/gen_gpt52_v2/openai_gpt-5.2-2025-12-11/vllm_meta-llama_Llama-3.2-3B-Instruct/gpqa/augment_ablation/choices_only,434,1,0.002304147465437788,False,1,0,0
gen_gpt52_v2,openai/gpt-5.2-2025-12-11,vllm/nvidia/NVIDIA-Nemotron-Nano-9B-v2,gpqa,human_from_scratch,choices_only,datasets/collected/gen_gpt52_v2/openai_gpt-5.2-2025-12-11/vllm_nvidia_NVIDIA-Nemotron-Nano-9B-v2/gpqa/human_from_scratch/choices_only,434,1,0.002304147465437788,False,1,0,0
gen_gpt52_v2,openai/gpt-5.2-2025-12-11,vllm/nvidia/NVIDIA-Nemotron-Nano-9B-v2,gpqa,model_from_scratch,full_question,datasets/collected/gen_gpt52_v2/openai_gpt-5.2-2025-12-11/vllm_nvidia_NVIDIA-Nemotron-Nano-9B-v2/gpqa/model_from_scratch/full_question,434,1,0.002304147465437788,False,1,0,0
gen_gpt52_v2,openai/gpt-5.2-2025-12-11,vllm/nvidia/NVIDIA-Nemotron-Nano-9B-v2,gpqa,augment_human,full_question,datasets/collected/gen_gpt52_v2/openai_gpt-5.2-2025-12-11/vllm_nvidia_NVIDIA-Nemotron-Nano-9B-v2/gpqa/augment_human/full_question,434,1,0.002304147465437788,False,1,0,0
gen_gpt52_v2,openai/gpt-5.2-2025-12-11,vllm/nvidia/NVIDIA-Nemotron-Nano-9B-v2,gpqa,augment_model,choices_only,datasets/collected/gen_gpt52_v2/openai_gpt-5.2-2025-12-11/vllm_nvidia_NVIDIA-Nemotron-Nano-9B-v2/gpqa/augment_model/choices_only,434,1,0.002304147465437788,False,1,0,0
together_from_scratch_testing,together/Qwen/Qwen3.5-397B-A17B,vllm/meta-llama/Llama-3.1-8B-Instruct,arc_challenge,model_from_scratch,full_question,datasets/collected/together_from_scratch_testing/together_Qwen_Qwen3.5-397B-A17B/vllm_meta-llama_Llama-3.1-8B-Instruct/arc_challenge/model_from_scratch/full_question,980,2,0.0020408163265306124,False,2,0,0
together_from_scratch_testing,together/Qwen/Qwen3.5-397B-A17B,vllm/meta-llama/Llama-3.1-8B-Instruct,arc_challenge,augment_human,full_question,datasets/collected/together_from_scratch_testing/together_Qwen_Qwen3.5-397B-A17B/vllm_meta-llama_Llama-3.1-8B-Instruct/arc_challenge/augment_human/full_question,980,2,0.0020408163265306124,False,2,0,0
