item_id,stem_id,dataset,sample_id,generator,setting,choice_count,question,difficulty,discrimination,guessing
arc_challenge::arc_challenge:Mercury_7107328::google/gemini-3.1-pro-preview::human_from_scratch,arc_challenge::arc_challenge:Mercury_7107328,arc_challenge,arc_challenge:Mercury_7107328,google/gemini-3.1-pro-preview,human_from_scratch,4,Two different species evolving from a common ancestor most likely occurs,-5.766934421227711,1.0406103048826272,0.2505475335263219
arc_challenge::arc_challenge:Mercury_405136::google/gemini-3.1-pro-preview::human_from_scratch,arc_challenge::arc_challenge:Mercury_405136,arc_challenge,arc_challenge:Mercury_405136,google/gemini-3.1-pro-preview,human_from_scratch,4,Which statement is true about rocks?,-5.766934421227711,1.0406103048826272,0.2505475335263219
arc_challenge::arc_challenge:Mercury_7038833::google/gemini-3.1-pro-preview::human_from_scratch,arc_challenge::arc_challenge:Mercury_7038833,arc_challenge,arc_challenge:Mercury_7038833,google/gemini-3.1-pro-preview,human_from_scratch,4,Which of these describes the property of being a thermal insulator?,-5.766934421227711,1.0406103048826272,0.2505475335263219
arc_challenge::arc_challenge:TIMSS_2003_8_pg94::google/gemini-3.1-pro-preview::human_from_scratch,arc_challenge::arc_challenge:TIMSS_2003_8_pg94,arc_challenge,arc_challenge:TIMSS_2003_8_pg94,google/gemini-3.1-pro-preview,human_from_scratch,4,The Sun is an example of which of the following?,-5.766934421227711,1.0406103048826272,0.2505475335263219
arc_challenge::arc_challenge:MCAS_8_2014_8::google/gemini-3.1-pro-preview::human_from_scratch,arc_challenge::arc_challenge:MCAS_8_2014_8,arc_challenge,arc_challenge:MCAS_8_2014_8,google/gemini-3.1-pro-preview,human_from_scratch,4,Which of the following is the most important function of the research and development department of a large corporation?,-5.766934421227711,1.0406103048826272,0.2505475335263219
arc_challenge::arc_challenge:Mercury_7107328::together/Qwen/Qwen3.5-397B-A17B::human_from_scratch,arc_challenge::arc_challenge:Mercury_7107328,arc_challenge,arc_challenge:Mercury_7107328,together/Qwen/Qwen3.5-397B-A17B,human_from_scratch,4,Two different species evolving from a common ancestor most likely occurs,-5.830872880600432,1.0374953256640749,0.2504986366337887
arc_challenge::arc_challenge:Mercury_7038833::together/Qwen/Qwen3.5-397B-A17B::human_from_scratch,arc_challenge::arc_challenge:Mercury_7038833,arc_challenge,arc_challenge:Mercury_7038833,together/Qwen/Qwen3.5-397B-A17B,human_from_scratch,4,Which of these describes the property of being a thermal insulator?,-5.830872880600432,1.0374953256640749,0.2504986366337887
arc_challenge::arc_challenge:MCAS_8_2014_8::together/Qwen/Qwen3.5-397B-A17B::human_from_scratch,arc_challenge::arc_challenge:MCAS_8_2014_8,arc_challenge,arc_challenge:MCAS_8_2014_8,together/Qwen/Qwen3.5-397B-A17B,human_from_scratch,4,Which of the following is the most important function of the research and development department of a large corporation?,-5.830872880600432,1.0374953256640749,0.2504986366337887
arc_challenge::arc_challenge:Mercury_405136::together/Qwen/Qwen3.5-397B-A17B::human_from_scratch,arc_challenge::arc_challenge:Mercury_405136,arc_challenge,arc_challenge:Mercury_405136,together/Qwen/Qwen3.5-397B-A17B,human_from_scratch,4,Which statement is true about rocks?,-5.830872880600432,1.0374953256640749,0.2504986366337887
arc_challenge::arc_challenge:TIMSS_2003_8_pg94::together/Qwen/Qwen3.5-397B-A17B::human_from_scratch,arc_challenge::arc_challenge:TIMSS_2003_8_pg94,arc_challenge,arc_challenge:TIMSS_2003_8_pg94,together/Qwen/Qwen3.5-397B-A17B,human_from_scratch,4,The Sun is an example of which of the following?,-5.830872880600432,1.0374953256640749,0.2504986366337887
