item_id,stem_id,dataset,sample_id,generator,setting,choice_count,question,difficulty,discrimination,guessing
arc_challenge::arc_challenge:Mercury_SC_401818::openai/gpt-5.2-2025-12-11::augment_human_m3,arc_challenge::arc_challenge:Mercury_SC_401818,arc_challenge,arc_challenge:Mercury_SC_401818,openai/gpt-5.2-2025-12-11,augment_human_m3,7,A student has recorded the speed of cars for a science experiment. What type of graph would give the most detail about cars traveling in a particular speed range?,4.251685324836949,1.0199015839307413,0.14284403307598878
mmlu_pro::mmlu_pro:125::openai/gpt-5.2-2025-12-11::augment_human_m5,mmlu_pro::mmlu_pro:125,mmlu_pro,mmlu_pro:125,openai/gpt-5.2-2025-12-11,augment_human_m5,9,"The ________ perspective on sustainability resulted from growth models that analysed the carrying capacity of the planet, overall concluding that the finite capacity of the earth and_______, ________ and _______ by current and past generations could reduce quality of life for future generations. This contrasts with the environmental perspective with focuses on the need to maintain and preserve the natural environment.",4.251251412239761,1.0198418356516494,0.08900755666836686
arc_challenge::arc_challenge:Mercury_7235638::openai/gpt-5.2-2025-12-11::augment_model_m3,arc_challenge::arc_challenge:Mercury_7235638,arc_challenge,arc_challenge:Mercury_7235638,openai/gpt-5.2-2025-12-11,augment_model_m3,7,"Images from the Voyager and the Galileo spacecraft provide evidence Europa has a liquid ocean under a surface of ice that results in part from distinctive, surface-cracking patterns produced by which events?",4.248624528710324,1.0218946659233346,0.06384050803305366
mmlu_pro::mmlu_pro:906::openai/gpt-5.2-2025-12-11::augment_model_m4,mmlu_pro::mmlu_pro:906,mmlu_pro,mmlu_pro:906,openai/gpt-5.2-2025-12-11,augment_model_m4,8,"Two men were told by the defendant that a medical devices company was now using the old warehouse on the river for storing its supply of defibrillators. Late one night, the two men broke into the warehouse and proceeded to load the large crates of defibrillators onto their truck. As they were leaving, one of the men inadvertently threw his cigarette butt into a refuse pile of old cardboard boxes and papers. Soon afterward, the refuse ignited into a small fire. Although the men had time to douse the fire without any danger to themselves, they did not do so. Instead, they fled. Meanwhile, the fire quickly spread, engulfing the entire warehouse in flames. If the defendant is later charged as a co-conspirator, in all likelihood he would be held responsible as",4.247729788669273,1.0215279933551615,0.05892746896674196
arc_challenge::arc_challenge:Mercury_7235638::openai/gpt-5.2-2025-12-11::augment_human,arc_challenge::arc_challenge:Mercury_7235638,arc_challenge,arc_challenge:Mercury_7235638,openai/gpt-5.2-2025-12-11,augment_human,10,"Images from the Voyager and the Galileo spacecraft provide evidence Europa has a liquid ocean under a surface of ice that results in part from distinctive, surface-cracking patterns produced by which events?",4.242661284250387,1.0220702750418835,0.051364400795576165
mmlu_pro::mmlu_pro:125::openai/gpt-5.2-2025-12-11::augment_model_m4,mmlu_pro::mmlu_pro:125,mmlu_pro,mmlu_pro:125,openai/gpt-5.2-2025-12-11,augment_model_m4,8,"The ________ perspective on sustainability resulted from growth models that analysed the carrying capacity of the planet, overall concluding that the finite capacity of the earth and_______, ________ and _______ by current and past generations could reduce quality of life for future generations. This contrasts with the environmental perspective with focuses on the need to maintain and preserve the natural environment.",4.2423679794743085,1.0204432105237975,0.09414118148745797
mmlu_pro::mmlu_pro:763::openai/gpt-5.2-2025-12-11::augment_human_m5,mmlu_pro::mmlu_pro:763,mmlu_pro,mmlu_pro:763,openai/gpt-5.2-2025-12-11,augment_human_m5,9,What are the key characteristics of transactional leaders?,4.240226169324361,1.021748403873336,0.05483862241220407
mmlu_pro::mmlu_pro:828::openai/gpt-5.2-2025-12-11::augment_human_m5,mmlu_pro::mmlu_pro:828,mmlu_pro,mmlu_pro:828,openai/gpt-5.2-2025-12-11,augment_human_m5,9,This approach has been used to convey particular information and help educate large target audiences through television and radio programmes. This approach is referred to as:,4.238751452388672,1.0217804016415852,0.05483862241220407
arc_challenge::arc_challenge:Mercury_SC_401818::openai/gpt-5.2-2025-12-11::augment_model_m3,arc_challenge::arc_challenge:Mercury_SC_401818,arc_challenge,arc_challenge:Mercury_SC_401818,openai/gpt-5.2-2025-12-11,augment_model_m3,7,A student has recorded the speed of cars for a science experiment. What type of graph would give the most detail about cars traveling in a particular speed range?,4.237148136170973,1.0222452932533879,0.06384050803305492
mmlu_pro::mmlu_pro:913::openai/gpt-5.2-2025-12-11::augment_human_m5,mmlu_pro::mmlu_pro:913,mmlu_pro,mmlu_pro:913,openai/gpt-5.2-2025-12-11,augment_human_m5,9,"Because of a sudden and unanticipated severe shortage of heating fuel, the President has ordered all offices of federal executive agencies to be open only four days per week. The President's order allows an exception to the extent that emergency circumstances require different hours of operation (as in the case of federal hospitals). When Congress enacted the appropriations statute for operating all federal executive agencies, its members assumed that the offices of those agencies would be open five days per week, but Congress did not include such a requirement in its appropriations statute or in any other statute. Is the President's order constitutional?",4.233497455355593,1.0193460768808287,0.13004770813802927
