generator_key,generator,generator_display,dataset,dataset_display,sample_id,cosine_sem_0.90_count,hybrid_match_count,hybrid_match_proportion,any_formula_like_choice,formula_like_choice_count,exact_rule_match_count,cosine_rule_match_count,human_choices,model_choices,matched_human_distractors,matched_model_distractors,matched_pair_similarities,matched_pair_methods
gemini_from_scratch_testing/google/gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,Gemini-3.1 Pro,arc_challenge,ARC,arc_challenge:LEAP__7_10348,3,3,1.0,False,0,0,3,"the mean number of eggs laid in a year
the median number of eggs laid in a year
the range of the number of eggs laid in a year","the mean of the number of eggs laid in a year
the median of the number of eggs laid in a year
the range of the number of eggs laid in a year","the mean number of eggs laid in a year
the median number of eggs laid in a year
the range of the number of eggs laid in a year","the mean of the number of eggs laid in a year
the median of the number of eggs laid in a year
the range of the number of eggs laid in a year","0.99051
0.992559
1.0","cosine_text
cosine_text
cosine_text"
gen_gpt52_v2/openai/gpt-5.2-2025-12-11,openai/gpt-5.2-2025-12-11,GPT-5.2,arc_challenge,ARC,arc_challenge:LEAP__7_10348,3,3,1.0,False,0,0,3,"the mean number of eggs laid in a year
the median number of eggs laid in a year
the range of the number of eggs laid in a year","the mean of the number of eggs laid in a year
the median of the number of eggs laid in a year
the range of the number of eggs laid in a year","the mean number of eggs laid in a year
the median number of eggs laid in a year
the range of the number of eggs laid in a year","the mean of the number of eggs laid in a year
the median of the number of eggs laid in a year
the range of the number of eggs laid in a year","0.99051
0.992559
1.0","cosine_text
cosine_text
cosine_text"
together_from_scratch_testing/together/Qwen/Qwen3.5-397B-A17B,together/Qwen/Qwen3.5-397B-A17B,Qwen-3.5,arc_challenge,ARC,arc_challenge:LEAP__7_10348,3,3,1.0,False,0,0,3,"the mean number of eggs laid in a year
the median number of eggs laid in a year
the range of the number of eggs laid in a year","the mean of the number of eggs laid in a year
the median of the number of eggs laid in a year
the range of the number of eggs laid in a year","the mean number of eggs laid in a year
the median number of eggs laid in a year
the range of the number of eggs laid in a year","the mean of the number of eggs laid in a year
the median of the number of eggs laid in a year
the range of the number of eggs laid in a year","0.99051
0.992559
1.0","cosine_text
cosine_text
cosine_text"
together_from_scratch_testing/together/Qwen/Qwen3.5-397B-A17B,together/Qwen/Qwen3.5-397B-A17B,Qwen-3.5,arc_challenge,ARC,arc_challenge:MCAS_1999_4_26,3,3,1.0,False,0,0,3,"steam turning into water.
water turning into steam.
water turning into ice.","water turning into ice
water turning into steam
steam turning into water","water turning into ice.
water turning into steam.
steam turning into water.","water turning into ice
water turning into steam
steam turning into water","0.9191
0.911605
0.910808","cosine_text
cosine_text
cosine_text"
gemini_from_scratch_testing/google/gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,Gemini-3.1 Pro,arc_challenge,ARC,arc_challenge:MCAS_2000_4_10,3,3,1.0,False,0,0,3,"glue
screws
nails","nails
screws
glue","nails
screws
glue","nails
screws
glue","1.0
1.0
1.0","cosine_text
cosine_text
cosine_text"
together_from_scratch_testing/together/Qwen/Qwen3.5-397B-A17B,together/Qwen/Qwen3.5-397B-A17B,Qwen-3.5,arc_challenge,ARC,arc_challenge:MCAS_2000_4_10,3,3,1.0,False,0,0,3,"glue
screws
nails","glue
nails
screws","glue
nails
screws","glue
nails
screws","1.0
1.0
1.0","cosine_text
cosine_text
cosine_text"
gemini_from_scratch_testing/google/gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,Gemini-3.1 Pro,arc_challenge,ARC,arc_challenge:MCAS_2000_8_29,3,3,1.0,False,0,0,3,"Identify the problem, evaluate the solution, explore possible solutions, and select a solution.
Identify the problem, select a solution, explore possible solutions, and evaluate the solution.
Identify the problem, evaluate the solution, select a solution, and explore possible solutions.","Identify the problem, select a solution, evaluate the solution, and explore possible solutions.
Explore possible solutions, identify the problem, select a solution, and evaluate the solution.
Identify the problem, evaluate the solution, explore possible solutions, and select a solution.","Identify the problem, evaluate the solution, select a solution, and explore possible solutions.
Identify the problem, select a solution, explore possible solutions, and evaluate the solution.
Identify the problem, evaluate the solution, explore possible solutions, and select a solution.","Identify the problem, select a solution, evaluate the solution, and explore possible solutions.
Explore possible solutions, identify the problem, select a solution, and evaluate the solution.
Identify the problem, evaluate the solution, explore possible solutions, and select a solution.","0.995723
0.992493
1.0","cosine_text
cosine_text
cosine_text"
together_from_scratch_testing/together/Qwen/Qwen3.5-397B-A17B,together/Qwen/Qwen3.5-397B-A17B,Qwen-3.5,arc_challenge,ARC,arc_challenge:MCAS_2000_8_29,3,3,1.0,False,0,0,3,"Identify the problem, evaluate the solution, explore possible solutions, and select a solution.
Identify the problem, select a solution, explore possible solutions, and evaluate the solution.
Identify the problem, evaluate the solution, select a solution, and explore possible solutions.","Select a solution, identify the problem, explore possible solutions, and evaluate the solution.
Identify the problem, select a solution, explore possible solutions, and evaluate the solution.
Identify the problem, explore possible solutions, evaluate the solution, and select a solution.","Identify the problem, select a solution, explore possible solutions, and evaluate the solution.
Identify the problem, evaluate the solution, select a solution, and explore possible solutions.
Identify the problem, evaluate the solution, explore possible solutions, and select a solution.","Select a solution, identify the problem, explore possible solutions, and evaluate the solution.
Identify the problem, select a solution, explore possible solutions, and evaluate the solution.
Identify the problem, explore possible solutions, evaluate the solution, and select a solution.","0.990551
0.994457
0.997665","cosine_text
cosine_text
cosine_text"
gemini_from_scratch_testing/google/gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,Gemini-3.1 Pro,arc_challenge,ARC,arc_challenge:MCAS_2004_5_7,3,3,1.0,False,0,0,3,"Jupiter, Earth, Sun, Moon
Sun, Jupiter, Moon, Earth
Jupiter, Sun, Earth, Moon","Moon, Earth, Jupiter, Sun
Jupiter, Sun, Earth, Moon
Sun, Earth, Jupiter, Moon","Jupiter, Earth, Sun, Moon
Jupiter, Sun, Earth, Moon
Sun, Jupiter, Moon, Earth","Moon, Earth, Jupiter, Sun
Jupiter, Sun, Earth, Moon
Sun, Earth, Jupiter, Moon","0.986623
1.0
0.995952","cosine_text
cosine_text
cosine_text"
gen_gpt52_v2/openai/gpt-5.2-2025-12-11,openai/gpt-5.2-2025-12-11,GPT-5.2,arc_challenge,ARC,arc_challenge:MCAS_2004_5_7,3,3,1.0,False,0,0,3,"Jupiter, Earth, Sun, Moon
Sun, Jupiter, Moon, Earth
Jupiter, Sun, Earth, Moon","Jupiter, Sun, Earth, Moon
Sun, Earth, Jupiter, Moon
Sun, Jupiter, Moon, Earth","Jupiter, Earth, Sun, Moon
Jupiter, Sun, Earth, Moon
Sun, Jupiter, Moon, Earth","Jupiter, Sun, Earth, Moon
Sun, Earth, Jupiter, Moon
Sun, Jupiter, Moon, Earth","0.998927
0.986949
1.0","cosine_text
cosine_text
cosine_text"
together_from_scratch_testing/together/Qwen/Qwen3.5-397B-A17B,together/Qwen/Qwen3.5-397B-A17B,Qwen-3.5,arc_challenge,ARC,arc_challenge:MCAS_2004_5_7,3,3,1.0,False,0,0,3,"Jupiter, Earth, Sun, Moon
Sun, Jupiter, Moon, Earth
Jupiter, Sun, Earth, Moon","Moon, Earth, Jupiter, Sun
Jupiter, Sun, Earth, Moon
Sun, Earth, Jupiter, Moon","Jupiter, Earth, Sun, Moon
Jupiter, Sun, Earth, Moon
Sun, Jupiter, Moon, Earth","Moon, Earth, Jupiter, Sun
Jupiter, Sun, Earth, Moon
Sun, Earth, Jupiter, Moon","0.986623
1.0
0.995952","cosine_text
cosine_text
cosine_text"
gemini_from_scratch_testing/google/gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,Gemini-3.1 Pro,arc_challenge,ARC,arc_challenge:MCAS_2006_9_17-v1,3,3,1.0,False,0,0,3,"Roberta does more total work than Mary.
Mary does more total work than Roberta.
Roberta has a greater power output than Mary.","Roberta does more work than Mary.
Mary does more work than Roberta.
Roberta has a greater power output than Mary.","Roberta does more total work than Mary.
Mary does more total work than Roberta.
Roberta has a greater power output than Mary.","Roberta does more work than Mary.
Mary does more work than Roberta.
Roberta has a greater power output than Mary.","0.986974
0.986437
1.0","cosine_text
cosine_text
cosine_text"
gen_gpt52_v2/openai/gpt-5.2-2025-12-11,openai/gpt-5.2-2025-12-11,GPT-5.2,arc_challenge,ARC,arc_challenge:MCAS_2012_8_23640,3,3,1.0,False,0,0,3,"conduction
convection
evaporation","conduction
convection
evaporation","conduction
convection
evaporation","conduction
convection
evaporation","1.0
1.0
1.0","cosine_text
cosine_text
cosine_text"
gemini_from_scratch_testing/google/gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,Gemini-3.1 Pro,arc_challenge,ARC,arc_challenge:MCAS_2013_5_29411,3,3,1.0,False,0,0,3,"adult
egg
pupa","adult
pupa
egg","adult
pupa
egg","adult
pupa
egg","1.0
1.0
1.0","cosine_text
cosine_text
cosine_text"
together_from_scratch_testing/together/Qwen/Qwen3.5-397B-A17B,together/Qwen/Qwen3.5-397B-A17B,Qwen-3.5,arc_challenge,ARC,arc_challenge:MCAS_2013_5_29411,3,3,1.0,False,0,0,3,"adult
egg
pupa","adult
pupa
egg","adult
pupa
egg","adult
pupa
egg","1.0
1.0
1.0","cosine_text
cosine_text
cosine_text"
together_from_scratch_testing/together/Qwen/Qwen3.5-397B-A17B,together/Qwen/Qwen3.5-397B-A17B,Qwen-3.5,arc_challenge,ARC,arc_challenge:MCAS_2013_8_29435,3,3,1.0,False,0,0,3,"by ship
by truck
by airplane","by truck
by ship
by airplane","by truck
by ship
by airplane","by truck
by ship
by airplane","1.0
1.0
1.0","cosine_text
cosine_text
cosine_text"
gemini_from_scratch_testing/google/gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,Gemini-3.1 Pro,arc_challenge,ARC,arc_challenge:MDSA_2011_5_3,3,3,1.0,False,0,0,3,"condensation
freezing
melting","condensation
freezing
melting","condensation
freezing
melting","condensation
freezing
melting","1.0
1.0
1.0","cosine_text
cosine_text
cosine_text"
gen_gpt52_v2/openai/gpt-5.2-2025-12-11,openai/gpt-5.2-2025-12-11,GPT-5.2,arc_challenge,ARC,arc_challenge:MDSA_2011_5_3,3,3,1.0,False,0,0,3,"condensation
freezing
melting","condensation
freezing
melting","condensation
freezing
melting","condensation
freezing
melting","1.0
1.0
1.0","cosine_text
cosine_text
cosine_text"
together_from_scratch_testing/together/Qwen/Qwen3.5-397B-A17B,together/Qwen/Qwen3.5-397B-A17B,Qwen-3.5,arc_challenge,ARC,arc_challenge:MDSA_2011_5_3,3,3,1.0,False,0,0,3,"condensation
freezing
melting","condensation
freezing
melting","condensation
freezing
melting","condensation
freezing
melting","1.0
1.0
1.0","cosine_text
cosine_text
cosine_text"
gemini_from_scratch_testing/google/gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,Gemini-3.1 Pro,arc_challenge,ARC,arc_challenge:MEAP_2005_8_45,3,3,1.0,False,0,0,3,"the mirror, because it is reflective
the piece of cardboard, because it is opaque
the clear window glass, because it is transparent","the mirror, because it is reflective
the clear window glass, because it is transparent
the piece of cardboard, because it is opaque","the mirror, because it is reflective
the clear window glass, because it is transparent
the piece of cardboard, because it is opaque","the mirror, because it is reflective
the clear window glass, because it is transparent
the piece of cardboard, because it is opaque","1.0
1.0
1.0","cosine_text
cosine_text
cosine_text"
together_from_scratch_testing/together/Qwen/Qwen3.5-397B-A17B,together/Qwen/Qwen3.5-397B-A17B,Qwen-3.5,arc_challenge,ARC,arc_challenge:MEAP_2005_8_45,3,3,1.0,False,0,0,3,"the mirror, because it is reflective
the piece of cardboard, because it is opaque
the clear window glass, because it is transparent","the mirror, because it reflects light
the clear window glass, because it is transparent
the piece of cardboard, because it is opaque","the mirror, because it is reflective
the clear window glass, because it is transparent
the piece of cardboard, because it is opaque","the mirror, because it reflects light
the clear window glass, because it is transparent
the piece of cardboard, because it is opaque","0.967697
1.0
1.0","cosine_text
cosine_text
cosine_text"
gemini_from_scratch_testing/google/gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,Gemini-3.1 Pro,arc_challenge,ARC,arc_challenge:MEA_2013_5_12,3,3,1.0,False,0,0,3,"The weight decreases because the pieces of table salt are much smaller.
The weight increases because the table salt is spread throughout the water.
The weight is zero because the table salt has become a liquid.","The weight decreases because the table salt dissolves into smaller, lighter pieces.
The weight increases because the table salt absorbs water as it dissolves.
The weight becomes zero because the solid table salt changes into a liquid.","The weight decreases because the pieces of table salt are much smaller.
The weight increases because the table salt is spread throughout the water.
The weight is zero because the table salt has become a liquid.","The weight decreases because the table salt dissolves into smaller, lighter pieces.
The weight increases because the table salt absorbs water as it dissolves.
The weight becomes zero because the solid table salt changes into a liquid.","0.977224
0.94678
0.958062","cosine_text
cosine_text
cosine_text"
gemini_from_scratch_testing/google/gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,Gemini-3.1 Pro,arc_challenge,ARC,arc_challenge:Mercury_175053,3,3,1.0,False,0,0,3,"an observation.
a hypothesis.
a conclusion.","an observation.
a hypothesis.
a conclusion.","an observation.
a hypothesis.
a conclusion.","an observation.
a hypothesis.
a conclusion.","1.0
1.0
1.0","cosine_text
cosine_text
cosine_text"
gemini_from_scratch_testing/google/gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,Gemini-3.1 Pro,arc_challenge,ARC,arc_challenge:Mercury_179025,3,3,1.0,False,0,0,3,"prophase
metaphase
telophase","prophase
metaphase
telophase","prophase
metaphase
telophase","prophase
metaphase
telophase","1.0
1.0
1.0","cosine_text
cosine_text
cosine_text"
together_from_scratch_testing/together/Qwen/Qwen3.5-397B-A17B,together/Qwen/Qwen3.5-397B-A17B,Qwen-3.5,arc_challenge,ARC,arc_challenge:Mercury_179025,3,3,1.0,False,0,0,3,"prophase
metaphase
telophase","metaphase
telophase
prophase","metaphase
telophase
prophase","metaphase
telophase
prophase","1.0
1.0
1.0","cosine_text
cosine_text
cosine_text"
gemini_from_scratch_testing/google/gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,Gemini-3.1 Pro,arc_challenge,ARC,arc_challenge:Mercury_400880,3,3,1.0,False,0,0,3,"loss of a proton
gain of a proton
gain of an electron","gain of an electron
gain of a proton
loss of a proton","gain of an electron
gain of a proton
loss of a proton","gain of an electron
gain of a proton
loss of a proton","1.0
1.0
1.0","cosine_text
cosine_text
cosine_text"
