dataset,label,setting,source,generator,n_items,difficulty,difficulty_se,discrimination,discrimination_se,mean_flaws,mean_flaws_se,validity_available
mmlu_pro,Gemini Augment Human,augment_human,Augment Human,google/gemini-3.1-pro-preview,954,-0.1636628999329142,0.052189030438194346,1.2528587955435955,0.01314688422426837,3.2127882599580713,0.05776610973692806,True
mmlu_pro,Qwen Augment Human,augment_human,Augment Human,together/Qwen/Qwen3.5-397B-A17B,954,-0.20860082782206518,0.05296692196039001,1.2373735783097393,0.01299492788028318,3.3364779874213837,0.05704940937622313,True
mmlu_pro,GPT Augment Model,augment_model,Augment Model,openai/gpt-5.2-2025-12-11,954,0.11305407855227816,0.053200604828646254,1.2872810852457954,0.013099111670039592,3.6289308176100628,0.056988171527211536,True
mmlu_pro,Gemini Augment Model,augment_model,Augment Model,google/gemini-3.1-pro-preview,954,-0.17110980134412415,0.053094389404091724,1.2717986625456543,0.013201918486863534,2.8375262054507338,0.05083892310635747,True
mmlu_pro,Qwen Augment Model,augment_model,Augment Model,together/Qwen/Qwen3.5-397B-A17B,954,-0.31248337169748913,0.054032510260870976,1.2475595609651828,0.013990265252264648,3.1320754716981134,0.05656893225237966,True
mmlu_pro,GPT Augment Ablation,augment_ablation,Ablation,openai/gpt-5.2-2025-12-11,954,-0.15656275902656372,0.05444188225580606,1.2920491205678284,0.013465377176429854,3.593291404612159,0.0567517832994937,True
mmlu_pro,Gemini Augment Ablation,augment_ablation,Ablation,google/gemini-3.1-pro-preview,954,-0.25016146987579335,0.05311513250809246,1.2820514670152314,0.013621525476137835,2.9371069182389937,0.05237780560527817,True
mmlu_pro,Qwen Augment Ablation,augment_ablation,Ablation,together/Qwen/Qwen3.5-397B-A17B,954,-0.3995295426063974,0.05314147552543649,1.232959441672811,0.013921318032367734,3.1352201257861636,0.05602380583649766,True
gpqa,GPT Augment Human,augment_human,Augment Human,openai/gpt-5.2-2025-12-11,415,0.6594075115208802,0.0739798962102846,1.2373675751267845,0.016283986245197613,3.36144578313253,0.09090479405165257,True
gpqa,Gemini Augment Human,augment_human,Augment Human,google/gemini-3.1-pro-preview,415,0.5763141540059213,0.07101332163254621,1.2420211299276802,0.017372908166714794,3.0819277108433734,0.08887917603241068,True
gpqa,Qwen Augment Human,augment_human,Augment Human,together/Qwen/Qwen3.5-397B-A17B,415,0.484271866987092,0.0726104823161724,1.2496057573835047,0.018163435016156422,3.1012048192771084,0.0912870737129772,True
gpqa,GPT Augment Model,augment_model,Augment Model,openai/gpt-5.2-2025-12-11,415,0.6224955640112693,0.07401921256299414,1.232073414635502,0.017975849709059327,3.419277108433735,0.08423368286765341,True
gpqa,Gemini Augment Model,augment_model,Augment Model,google/gemini-3.1-pro-preview,415,0.5438972936705355,0.07283951761628725,1.240568134937904,0.01690753073475961,2.8650602409638553,0.07668876980725937,True
gpqa,Qwen Augment Model,augment_model,Augment Model,together/Qwen/Qwen3.5-397B-A17B,415,0.36919457217497476,0.07466323270366261,1.196380413232896,0.018031955190620952,2.9927710843373494,0.08695143050810568,True
gpqa,GPT Augment Ablation,augment_ablation,Ablation,openai/gpt-5.2-2025-12-11,415,0.4175880525055502,0.07463584820432889,1.213398240916458,0.017926728859945163,3.486746987951807,0.08730877592083831,True
gpqa,Gemini Augment Ablation,augment_ablation,Ablation,google/gemini-3.1-pro-preview,415,0.39124221400379855,0.0735401393960224,1.2102141148519423,0.018222290328513493,2.9397590361445785,0.07867618596473962,True
gpqa,Qwen Augment Ablation,augment_ablation,Ablation,together/Qwen/Qwen3.5-397B-A17B,415,0.20617643399303423,0.07602295686910489,1.1813528666153623,0.020401639254507456,3.1518072289156627,0.08849267561891876,True
