item_id,dataset,sample_id,generator,setting,question,n_obs,outfit,infit
arc_challenge::arc_challenge:Mercury_7264093::together/Qwen/Qwen3.5-397B-A17B::augment_human,arc_challenge,arc_challenge:Mercury_7264093,together/Qwen/Qwen3.5-397B-A17B,augment_human,"Coal is a natural material, formed from ancient organic compounds. Which element is least likely to be found in a sample of coal?",4,2.4380642993005766,1.597390121224045
arc_challenge::arc_challenge:AKDE&ED_2012_8_20::openai/gpt-5.2-2025-12-11::augment_ablation,arc_challenge,arc_challenge:AKDE&ED_2012_8_20,openai/gpt-5.2-2025-12-11,augment_ablation,Which physical features are part of an animal that would most likely be classified as a reptile?,4,2.4346146507747513,2.0842614222269735
arc_challenge::arc_challenge:Mercury_7137165::openai/gpt-5.2-2025-12-11::augment_ablation,arc_challenge,arc_challenge:Mercury_7137165,openai/gpt-5.2-2025-12-11,augment_ablation,Which characteristic would most affect the acceleration of an object?,4,2.4346146507747513,2.0842614222269735
arc_challenge::arc_challenge:NYSEDREGENTS_2015_4_24::google/gemini-3.1-pro-preview::augment_model,arc_challenge,arc_challenge:NYSEDREGENTS_2015_4_24,google/gemini-3.1-pro-preview,augment_model,Which activity is an example of a good health habit?,4,2.434601012392033,1.5957913219021962
mmlu_pro::mmlu_pro:2003::together/Qwen/Qwen3.5-397B-A17B::human_from_scratch,mmlu_pro,mmlu_pro:2003,together/Qwen/Qwen3.5-397B-A17B,human_from_scratch,"You have been treating a teenage male you suspect may have some neurologic difficulties. You inform his parents about your concerns and suggest they send him to a neurologist for an evaluation. Sometime later, the neurologist contacts you and requests your progress notes. You should ___________.",4,2.4262981901104985,1.6002139103269664
arc_challenge::arc_challenge:Mercury_7267523::google/gemini-3.1-pro-preview::model_from_scratch,arc_challenge,arc_challenge:Mercury_7267523,google/gemini-3.1-pro-preview,model_from_scratch,Which of the following natural disasters is most likely to result in a narrow path of destruction through a forest?,4,2.4259763871124997,1.6001844647177512
arc_challenge::arc_challenge:Mercury_7159810::together/Qwen/Qwen3.5-397B-A17B::augment_ablation,arc_challenge,arc_challenge:Mercury_7159810,together/Qwen/Qwen3.5-397B-A17B,augment_ablation,"A pharmaceutical company developed a drug to help relieve headaches. Recently, the pharmaceutical company discovered that the drug may cause nausea in a small number of people who might take the drug. Which is the most ethical course of action that the drug company could take?",4,2.404424613066765,2.0885830119599733
arc_challenge::arc_challenge:MCAS_2010_8_12005::google/gemini-3.1-pro-preview::model_from_scratch,arc_challenge,arc_challenge:MCAS_2010_8_12005,google/gemini-3.1-pro-preview,model_from_scratch,"In the design process, a trade-off occurs when a problem is solved but a feature is sacrificed. Which of the following is an example of a trade-off?",4,2.377233127782823,2.018568858666722
mmlu_pro::mmlu_pro:2003::google/gemini-3.1-pro-preview::human_from_scratch,mmlu_pro,mmlu_pro:2003,google/gemini-3.1-pro-preview,human_from_scratch,"You have been treating a teenage male you suspect may have some neurologic difficulties. You inform his parents about your concerns and suggest they send him to a neurologist for an evaluation. Sometime later, the neurologist contacts you and requests your progress notes. You should ___________.",4,2.371280465461387,1.5740927873415922
arc_challenge::arc_challenge:Mercury_SC_401788::openai/gpt-5.2-2025-12-11::augment_model,arc_challenge,arc_challenge:Mercury_SC_401788,openai/gpt-5.2-2025-12-11,augment_model,Which step should be performed first in a scientific investigation?,4,2.3539392750009727,1.5577901480719756
arc_challenge::arc_challenge:Mercury_7138915::together/Qwen/Qwen3.5-397B-A17B::augment_ablation,arc_challenge,arc_challenge:Mercury_7138915,together/Qwen/Qwen3.5-397B-A17B,augment_ablation,Nonaggressive birds called purple martins nest each spring to lay eggs. Starlings are aggressive birds that will eat the purple martin's eggs and nestlings. Which will most likely be the effect on both populations after a starling invasion?,4,2.3525990323749397,1.5561295032516045
arc_challenge::arc_challenge:Mercury_7249708::google/gemini-3.1-pro-preview::augment_ablation,arc_challenge,arc_challenge:Mercury_7249708,google/gemini-3.1-pro-preview,augment_ablation,Which immune system function is carried out by antibodies?,4,2.35251338119283,2.043136644249862
mmlu_pro::mmlu_pro:2381::google/gemini-3.1-pro-preview::model_from_scratch,mmlu_pro,mmlu_pro:2381,google/gemini-3.1-pro-preview,model_from_scratch,"In order to deal with the legal issue of age discrimination, iris important for the psychologist to know that, with regard to the firing of an employee, evidence of age discrimination exists",4,2.349745965226815,1.5641683454059385
arc_challenge::arc_challenge:NCEOGA_2013_8_28::openai/gpt-5.2-2025-12-11::augment_model,arc_challenge,arc_challenge:NCEOGA_2013_8_28,openai/gpt-5.2-2025-12-11,augment_model,"If a body of water has high turbidity levels, what can most likely be concluded?",4,2.3338612309071545,2.004705843984555
arc_challenge::arc_challenge:Mercury_7123358::openai/gpt-5.2-2025-12-11::augment_human,arc_challenge,arc_challenge:Mercury_7123358,openai/gpt-5.2-2025-12-11,augment_human,Earth has a definite orbit within the solar system. This orbit is mainly a result of the,4,2.3288570930794896,1.5455336073051322
arc_challenge::arc_challenge:Mercury_SC_415476::openai/gpt-5.2-2025-12-11::model_from_scratch,arc_challenge,arc_challenge:Mercury_SC_415476,openai/gpt-5.2-2025-12-11,model_from_scratch,Which is most likely a learned behavior for a raccoon?,4,2.321681553112374,1.5513849521250342
mmlu_pro::mmlu_pro:2277::openai/gpt-5.2-2025-12-11::augment_ablation,mmlu_pro,mmlu_pro:2277,openai/gpt-5.2-2025-12-11,augment_ablation,Child abuse and neglect are most associated with which of the following attachment patterns?,4,2.3187149060632937,1.5403803435385146
arc_challenge::arc_challenge:MCAS_1999_8_16::openai/gpt-5.2-2025-12-11::augment_human,arc_challenge,arc_challenge:MCAS_1999_8_16,openai/gpt-5.2-2025-12-11,augment_human,Betsy wants to find out if the rainfall in her town contains pollutants. The best way for Betsy to gather this information would be to collect,4,2.3148820454952843,1.5392492023412956
mmlu_pro::mmlu_pro:2027::together/Qwen/Qwen3.5-397B-A17B::augment_ablation,mmlu_pro,mmlu_pro:2027,together/Qwen/Qwen3.5-397B-A17B,augment_ablation,The part of the neuron that directs synthesis of neurotransmitters and proteins is the,4,2.3097002799655733,1.9879195663309854
mmlu_pro::mmlu_pro:501::google/gemini-3.1-pro-preview::model_from_scratch,mmlu_pro,mmlu_pro:501,google/gemini-3.1-pro-preview,model_from_scratch,"This is a form of targeted advertising, on websites, with advertisements selected and served by automated systems based on the content displayed to the user.",4,2.3065554867619387,1.5445906722820877
arc_challenge::arc_challenge:Mercury_7264093::openai/gpt-5.2-2025-12-11::augment_model,arc_challenge,arc_challenge:Mercury_7264093,openai/gpt-5.2-2025-12-11,augment_model,"Coal is a natural material, formed from ancient organic compounds. Which element is least likely to be found in a sample of coal?",4,2.3044284618021207,1.5344652336618132
mmlu_pro::mmlu_pro:1172::openai/gpt-5.2-2025-12-11::model_from_scratch,mmlu_pro,mmlu_pro:1172,openai/gpt-5.2-2025-12-11,model_from_scratch,"A student at a private university sued the university in fed-eral court for negligence after he fell from scaffolding in a university-owned theater building. At trial, after briefing from both parties, the court permitted the jury to hear testimony that there had been several previous accidents in the same building. The jury found for the student, and the university appealed. One of the university's arguments on appeal is that the testimony about the previous accidents should have been excluded as irrelevant and highly prejudicial. Which standard of review applies to this argument?",4,2.2988449485179063,1.5411990984203772
arc_challenge::arc_challenge:Mercury_7267523::openai/gpt-5.2-2025-12-11::model_from_scratch,arc_challenge,arc_challenge:Mercury_7267523,openai/gpt-5.2-2025-12-11,model_from_scratch,Which of the following natural disasters is most likely to result in a narrow path of destruction through a forest?,4,2.296563003536298,1.540306227586381
arc_challenge::arc_challenge:NYSEDREGENTS_2008_8_11::openai/gpt-5.2-2025-12-11::model_from_scratch,arc_challenge,arc_challenge:NYSEDREGENTS_2008_8_11,openai/gpt-5.2-2025-12-11,model_from_scratch,What is the nutrient source for some fungi?,4,2.280987328353611,1.9770964885866933
arc_challenge::arc_challenge:Mercury_7264093::openai/gpt-5.2-2025-12-11::augment_human,arc_challenge,arc_challenge:Mercury_7264093,openai/gpt-5.2-2025-12-11,augment_human,"Coal is a natural material, formed from ancient organic compounds. Which element is least likely to be found in a sample of coal?",4,2.2777635660711315,1.5227083541273845
arc_challenge::arc_challenge:MCAS_2004_8_3::together/Qwen/Qwen3.5-397B-A17B::augment_model,arc_challenge,arc_challenge:MCAS_2004_8_3,together/Qwen/Qwen3.5-397B-A17B,augment_model,What division of a furniture company is most responsible for getting the furniture to the retail stores?,4,2.2763631593945077,1.977462512086698
arc_challenge::arc_challenge:Mercury_7040793::together/Qwen/Qwen3.5-397B-A17B::augment_human,arc_challenge,arc_challenge:Mercury_7040793,together/Qwen/Qwen3.5-397B-A17B,augment_human,Which action would increase the amount of oxygen in a fish tank?,4,2.2668877685242985,1.5178668370894512
arc_challenge::arc_challenge:Mercury_SC_413458::together/Qwen/Qwen3.5-397B-A17B::model_from_scratch,arc_challenge,arc_challenge:Mercury_SC_413458,together/Qwen/Qwen3.5-397B-A17B,model_from_scratch,Which weather event is most likely to cause a forest fire?,4,2.2632385975595937,1.5254913095268705
arc_challenge::arc_challenge:Mercury_SC_401798::openai/gpt-5.2-2025-12-11::model_from_scratch,arc_challenge,arc_challenge:Mercury_SC_401798,openai/gpt-5.2-2025-12-11,model_from_scratch,Which situation would affect an organism's niche in a positive way?,4,2.260837767247769,2.310644626487468
arc_challenge::arc_challenge:MCAS_2012_8_23651::together/Qwen/Qwen3.5-397B-A17B::model_from_scratch,arc_challenge,arc_challenge:MCAS_2012_8_23651,together/Qwen/Qwen3.5-397B-A17B,model_from_scratch,Which of the following could occur as a result of decreasing the heat energy of a gas?,4,2.2581107193107437,1.523297720197119
arc_challenge::arc_challenge:Mercury_SC_402164::together/Qwen/Qwen3.5-397B-A17B::human_from_scratch,arc_challenge,arc_challenge:Mercury_SC_402164,together/Qwen/Qwen3.5-397B-A17B,human_from_scratch,A student sets up an experiment to learn which colors of light are refracted by a prism. Which method will the student most likely use to collect data?,4,2.2562257926291425,1.5223671071277518
arc_challenge::arc_challenge:Mercury_SC_408042::openai/gpt-5.2-2025-12-11::augment_ablation,arc_challenge,arc_challenge:Mercury_SC_408042,openai/gpt-5.2-2025-12-11,augment_ablation,Jefferson's class was studying sunflowers. They learned that sunflowers are able to make their own food. Which parts of a sunflower collect most of the sunlight needed to make food?,4,2.230080399045611,1.937861477092566
mmlu_pro::mmlu_pro:2381::openai/gpt-5.2-2025-12-11::model_from_scratch,mmlu_pro,mmlu_pro:2381,openai/gpt-5.2-2025-12-11,model_from_scratch,"In order to deal with the legal issue of age discrimination, iris important for the psychologist to know that, with regard to the firing of an employee, evidence of age discrimination exists",4,2.222803835077262,1.508207269444298
arc_challenge::arc_challenge:Mercury_SC_413458::google/gemini-3.1-pro-preview::model_from_scratch,arc_challenge,arc_challenge:Mercury_SC_413458,google/gemini-3.1-pro-preview,model_from_scratch,Which weather event is most likely to cause a forest fire?,4,2.2104823174804813,1.5029256491484078
arc_challenge::arc_challenge:MCAS_2012_8_23651::google/gemini-3.1-pro-preview::model_from_scratch,arc_challenge,arc_challenge:MCAS_2012_8_23651,google/gemini-3.1-pro-preview,model_from_scratch,Which of the following could occur as a result of decreasing the heat energy of a gas?,4,2.2054142843553644,1.5008357263604086
arc_challenge::arc_challenge:NYSEDREGENTS_2015_4_11::google/gemini-3.1-pro-preview::model_from_scratch,arc_challenge,arc_challenge:NYSEDREGENTS_2015_4_11,google/gemini-3.1-pro-preview,model_from_scratch,Which energy transfer occurs when a student blows a whistle?,4,2.205260199117112,1.9022283346758326
arc_challenge::arc_challenge:Mercury_SC_402164::google/gemini-3.1-pro-preview::human_from_scratch,arc_challenge,arc_challenge:Mercury_SC_402164,google/gemini-3.1-pro-preview,human_from_scratch,A student sets up an experiment to learn which colors of light are refracted by a prism. Which method will the student most likely use to collect data?,4,2.203282762550531,1.499872213327835
arc_challenge::arc_challenge:MCAS_2000_4_30::together/Qwen/Qwen3.5-397B-A17B::human_from_scratch,arc_challenge,arc_challenge:MCAS_2000_4_30,together/Qwen/Qwen3.5-397B-A17B,human_from_scratch,"Ravi, who lives in Stow, Massachusetts, wants to send a message to his friend in India. Which tool would be the LEAST helpful in sending this message?",4,2.1944518305995135,1.4962730947037672
arc_challenge::arc_challenge:MSA_2012_5_12::google/gemini-3.1-pro-preview::augment_model,arc_challenge,arc_challenge:MSA_2012_5_12,google/gemini-3.1-pro-preview,augment_model,"Two students notice that the constellation Scorpio is directly overhead as they enter a building. When they leave the building several hours later, Scorpio is no longer directly overhead. Which of these statements explains why Scorpio appears to be in a different location?",4,2.1907786150491906,1.4863559502837784
arc_challenge::arc_challenge:Mercury_SC_402164::together/Qwen/Qwen3.5-397B-A17B::model_from_scratch,arc_challenge,arc_challenge:Mercury_SC_402164,together/Qwen/Qwen3.5-397B-A17B,model_from_scratch,A student sets up an experiment to learn which colors of light are refracted by a prism. Which method will the student most likely use to collect data?,4,2.1849681877344276,1.4923949178468952
arc_challenge::arc_challenge:TIMSS_2007_8_pg113::google/gemini-3.1-pro-preview::model_from_scratch,arc_challenge,arc_challenge:TIMSS_2007_8_pg113,google/gemini-3.1-pro-preview,model_from_scratch,"The gallbladder stores bile, a fluid that aids in digestion of fat. Which of the following types of food should be avoided by a person whose gallbladder has been removed?",4,2.18243883112094,1.4913258460284367
arc_challenge::arc_challenge:Mercury_LBS11022::together/Qwen/Qwen3.5-397B-A17B::human_from_scratch,arc_challenge,arc_challenge:Mercury_LBS11022,together/Qwen/Qwen3.5-397B-A17B,human_from_scratch,Which of the following manufactured products can be produced using petroleum as a raw material?,4,2.1773807456481626,2.7825159420715244
arc_challenge::arc_challenge:Mercury_7075040::together/Qwen/Qwen3.5-397B-A17B::augment_model,arc_challenge,arc_challenge:Mercury_7075040,together/Qwen/Qwen3.5-397B-A17B,augment_model,"Although the scientific method states that conclusions should be based on evidence, scientists do not always agree on the conclusions because",4,2.161184942319015,1.4748834269123776
mmlu_pro::mmlu_pro:501::together/Qwen/Qwen3.5-397B-A17B::model_from_scratch,mmlu_pro,mmlu_pro:501,together/Qwen/Qwen3.5-397B-A17B,model_from_scratch,"This is a form of targeted advertising, on websites, with advertisements selected and served by automated systems based on the content displayed to the user.",4,2.1604953096904445,1.8716179956994488
arc_challenge::arc_challenge:MDSA_2009_5_25::together/Qwen/Qwen3.5-397B-A17B::augment_model,arc_challenge,arc_challenge:MDSA_2009_5_25,together/Qwen/Qwen3.5-397B-A17B,augment_model,Baking soda mixed with vinegar produces carbon dioxide and water. The best way to prove that no mass was lost during this reaction is to,4,2.156386874548665,1.472909939972738
arc_challenge::arc_challenge:MCAS_2000_4_30::google/gemini-3.1-pro-preview::human_from_scratch,arc_challenge,arc_challenge:MCAS_2000_4_30,google/gemini-3.1-pro-preview,human_from_scratch,"Ravi, who lives in Stow, Massachusetts, wants to send a message to his friend in India. Which tool would be the LEAST helpful in sending this message?",4,2.1424820068344683,1.475126711539224
arc_challenge::arc_challenge:Mercury_SC_406836::google/gemini-3.1-pro-preview::human_from_scratch,arc_challenge,arc_challenge:Mercury_SC_406836,google/gemini-3.1-pro-preview,human_from_scratch,"A scientist was digging for dinosaur bones in a dry river bed. It started to rain and the scientist had to leave the area. If another scientist wanted to continue digging in the same place, he would have to",4,2.139951251650614,1.4741266476418222
arc_challenge::arc_challenge:Mercury_7268048::openai/gpt-5.2-2025-12-11::augment_human,arc_challenge,arc_challenge:Mercury_7268048,openai/gpt-5.2-2025-12-11,augment_human,Why is a reduction in biodiversity due to loss of plant populations especially destructive to an ecosystem?,4,2.1349262823670228,1.8270175157443678
arc_challenge::arc_challenge:Mercury_SC_402164::google/gemini-3.1-pro-preview::model_from_scratch,arc_challenge,arc_challenge:Mercury_SC_402164,google/gemini-3.1-pro-preview,model_from_scratch,A student sets up an experiment to learn which colors of light are refracted by a prism. Which method will the student most likely use to collect data?,4,2.1332943470730124,1.471492251920496
arc_challenge::arc_challenge:MDSA_2009_5_25::together/Qwen/Qwen3.5-397B-A17B::augment_human,arc_challenge,arc_challenge:MDSA_2009_5_25,together/Qwen/Qwen3.5-397B-A17B,augment_human,Baking soda mixed with vinegar produces carbon dioxide and water. The best way to prove that no mass was lost during this reaction is to,4,2.131139835869495,1.4633835136525002
arc_challenge::arc_challenge:Mercury_7057103::google/gemini-3.1-pro-preview::human_from_scratch,arc_challenge,arc_challenge:Mercury_7057103,google/gemini-3.1-pro-preview,human_from_scratch,A student researches the occurrence of attached versus unattached earlobes in his family. Which potential title will best reflect the contents of the report?,4,2.1233874508287967,2.720956888259919
mmlu_pro::mmlu_pro:2380::openai/gpt-5.2-2025-12-11::augment_human,mmlu_pro,mmlu_pro:2380,openai/gpt-5.2-2025-12-11,augment_human,"In contrast to traditional approaches to psychotherapy, culturally sensitive approaches attempt to understand a client’s experience of an illness within the client’s cultural context. In other words, culturally sensitive approaches adopt an ______ perspective.",4,2.119893692177531,1.4591388892779042
arc_challenge::arc_challenge:Mercury_7267523::together/Qwen/Qwen3.5-397B-A17B::augment_ablation,arc_challenge,arc_challenge:Mercury_7267523,together/Qwen/Qwen3.5-397B-A17B,augment_ablation,Which of the following natural disasters is most likely to result in a narrow path of destruction through a forest?,4,2.1096982555369506,1.4555739919058293
mmlu_pro::mmlu_pro:364::openai/gpt-5.2-2025-12-11::augment_human,mmlu_pro,mmlu_pro:364,openai/gpt-5.2-2025-12-11,augment_human,What is a normative perspective?,4,2.1082060374045417,1.7839455200294403
arc_challenge::arc_challenge:Mercury_7218628::google/gemini-3.1-pro-preview::model_from_scratch,arc_challenge,arc_challenge:Mercury_7218628,google/gemini-3.1-pro-preview,model_from_scratch,"A forecast for ""wintry mix"" indicates that vapor in the air will form both rain and snow. Which of these is a correct principle illustrated by this event?",4,2.100730926967985,1.4587874380921428
arc_challenge::arc_challenge:Mercury_7203473::together/Qwen/Qwen3.5-397B-A17B::human_from_scratch,arc_challenge,arc_challenge:Mercury_7203473,together/Qwen/Qwen3.5-397B-A17B,human_from_scratch,"A DNA strand contains codons, which consist of a sequence of three nucleotides. Which best describes the importance of codons found in the sequence of DNA?",4,2.0989113870629743,1.7716658672216585
arc_challenge::arc_challenge:Mercury_SC_402612::openai/gpt-5.2-2025-12-11::model_from_scratch,arc_challenge,arc_challenge:Mercury_SC_402612,openai/gpt-5.2-2025-12-11,model_from_scratch,What is most likely the first step for students to do for a recycling project?,4,2.0944008285347144,1.4563384626501967
arc_challenge::arc_challenge:Mercury_7138915::openai/gpt-5.2-2025-12-11::augment_model,arc_challenge,arc_challenge:Mercury_7138915,openai/gpt-5.2-2025-12-11,augment_model,Nonaggressive birds called purple martins nest each spring to lay eggs. Starlings are aggressive birds that will eat the purple martin's eggs and nestlings. Which will most likely be the effect on both populations after a starling invasion?,4,2.0893198000090445,1.4482034613313584
arc_challenge::arc_challenge:Mercury_SC_402164::openai/gpt-5.2-2025-12-11::human_from_scratch,arc_challenge,arc_challenge:Mercury_SC_402164,openai/gpt-5.2-2025-12-11,human_from_scratch,A student sets up an experiment to learn which colors of light are refracted by a prism. Which method will the student most likely use to collect data?,4,2.0813476464304648,1.4513036795923095
arc_challenge::arc_challenge:Mercury_7222793::together/Qwen/Qwen3.5-397B-A17B::model_from_scratch,arc_challenge,arc_challenge:Mercury_7222793,together/Qwen/Qwen3.5-397B-A17B,model_from_scratch,Students want to compare rainfall data collected from the homes of different students in the area. What is one way the students can reduce the possibility of uncontrolled variables affecting their data?,4,2.0808388471982733,1.7564102502759587
arc_challenge::arc_challenge:Mercury_7221655::together/Qwen/Qwen3.5-397B-A17B::augment_human,arc_challenge,arc_challenge:Mercury_7221655,together/Qwen/Qwen3.5-397B-A17B,augment_human,"Electric cars are expensive to own, and recharging stations are not readily available. Unlike cars that run on fossil fuels, electric cars produce no carbon monoxide when being driven. Which of the following best explains why people choose to use this technology?",4,2.0768394334271467,1.4438659805850524
arc_challenge::arc_challenge:TIMSS_2011_4_pg5::openai/gpt-5.2-2025-12-11::augment_human,arc_challenge,arc_challenge:TIMSS_2011_4_pg5,openai/gpt-5.2-2025-12-11,augment_human,A predator is an animal that feeds on other animals. Which of these is a predator?,4,2.0763391766985766,1.8092782126153013
arc_challenge::arc_challenge:Mercury_7107170::openai/gpt-5.2-2025-12-11::augment_model,arc_challenge,arc_challenge:Mercury_7107170,openai/gpt-5.2-2025-12-11,augment_model,"If a nerve cell stopped functioning, the cell would",4,2.071825377791744,1.4421260656881474
arc_challenge::arc_challenge:Mercury_7138915::openai/gpt-5.2-2025-12-11::augment_human,arc_challenge,arc_challenge:Mercury_7138915,openai/gpt-5.2-2025-12-11,augment_human,Nonaggressive birds called purple martins nest each spring to lay eggs. Starlings are aggressive birds that will eat the purple martin's eggs and nestlings. Which will most likely be the effect on both populations after a starling invasion?,4,2.0649815138241934,1.4397647750247953
arc_challenge::arc_challenge:Mercury_7203473::google/gemini-3.1-pro-preview::human_from_scratch,arc_challenge,arc_challenge:Mercury_7203473,google/gemini-3.1-pro-preview,human_from_scratch,"A DNA strand contains codons, which consist of a sequence of three nucleotides. Which best describes the importance of codons found in the sequence of DNA?",4,2.0526957037199716,1.7337308429145408
mmlu_pro::mmlu_pro:1577::together/Qwen/Qwen3.5-397B-A17B::augment_ablation,mmlu_pro,mmlu_pro:1577,together/Qwen/Qwen3.5-397B-A17B,augment_ablation,Should treaties assume a particular form?,4,2.0498199591547177,1.4346820906888749
arc_challenge::arc_challenge:NYSEDREGENTS_2012_8_19::openai/gpt-5.2-2025-12-11::augment_model,arc_challenge,arc_challenge:NYSEDREGENTS_2012_8_19,openai/gpt-5.2-2025-12-11,augment_model,Which factor would most likely limit the number of mice living in an area?,4,2.033517233724594,1.7382633221313986
arc_challenge::arc_challenge:Mercury_7217298::google/gemini-3.1-pro-preview::model_from_scratch,arc_challenge,arc_challenge:Mercury_7217298,google/gemini-3.1-pro-preview,model_from_scratch,Which of the following activities should be omitted from scientific inquiry?,4,2.0331995346282654,2.616878285172602
arc_challenge::arc_challenge:Mercury_SC_416174::together/Qwen/Qwen3.5-397B-A17B::model_from_scratch,arc_challenge,arc_challenge:Mercury_SC_416174,together/Qwen/Qwen3.5-397B-A17B,model_from_scratch,What part of skin helps keep people warm?,4,2.0322500027146737,1.7875196727966356
arc_challenge::arc_challenge:Mercury_7138460::together/Qwen/Qwen3.5-397B-A17B::augment_model,arc_challenge,arc_challenge:Mercury_7138460,together/Qwen/Qwen3.5-397B-A17B,augment_model,Reef-building corals work together with photosynthetic algae that live in their tissues. Which type of energy is algae within a coral reef most likely able to use in order to survive?,4,2.0291674209930872,1.4279449918252645
mmlu_pro::mmlu_pro:2105::openai/gpt-5.2-2025-12-11::augment_model,mmlu_pro,mmlu_pro:2105,openai/gpt-5.2-2025-12-11,augment_model,"At the outset of a study on eating habits, a researcher asks participants a variety of questions, including whether they typically eat breakfast. Whether or not a person eats breakfast is a(n)",4,2.0264142775674117,1.7862224151051311
arc_challenge::arc_challenge:Mercury_SC_400697::google/gemini-3.1-pro-preview::augment_model,arc_challenge,arc_challenge:Mercury_SC_400697,google/gemini-3.1-pro-preview,augment_model,Which action could change the melting point of ice?,4,2.026080182597146,1.4268802812087409
arc_challenge::arc_challenge:Mercury_SC_406836::together/Qwen/Qwen3.5-397B-A17B::human_from_scratch,arc_challenge,arc_challenge:Mercury_SC_406836,together/Qwen/Qwen3.5-397B-A17B,human_from_scratch,"A scientist was digging for dinosaur bones in a dry river bed. It started to rain and the scientist had to leave the area. If another scientist wanted to continue digging in the same place, he would have to",4,2.0253606834073663,1.7831491284388439
